Date,Close,LogReturn,StdDev,CalculatedVolatility
01-06-2021,15572.0,,,
02-06-2021,15590.65,0.0011969458455311558,,
03-06-2021,15686.6,0.006135469134582818,0.003492063306736123,54.77860026744687
04-06-2021,15669.25,-0.0011066516628112685,0.0037000875530405816,57.97759689048113
07-06-2021,15746.25,0.0049020486188637545,0.003335384525627569,52.51979858666311
08-06-2021,15740.8,-0.0003461740654921067,0.0032094591784211546,50.519455035691706
09-06-2021,15640.25,-0.006408347974740298,0.004523948914824835,70.75569201508912
10-06-2021,15745.45,0.006703715002176701,0.004706899151155808,74.11224523956622
11-06-2021,15805.0,0.003774911021261118,0.004426147985250724,69.9552689068877
14-06-2021,15809.45,0.0002815168398875296,0.004173434217346269,65.97969958742497
15-06-2021,15858.05,0.0030693953204896573,0.003959153558181888,62.784455083326286
16-06-2021,15756.0,-0.006456012719298634,0.004509369507810525,71.04962596506263
17-06-2021,15680.3,-0.004816097716363311,0.0046228716046997935,72.48801362317417
18-06-2021,15719.85,0.0025190975785064668,0.004458699013344437,70.09007968492254
21-06-2021,15748.6,0.0018272274610992125,0.004293861316522313,67.6223043293833
22-06-2021,15765.85,0.0010947360161937504,0.00413834217785301,65.24448202470387
23-06-2021,15696.1,-0.004433934595434187,0.004208626178956618,66.05901736752097
24-06-2021,15794.15,0.006227344455076286,0.00430554023227007,68.00234825950834
25-06-2021,15849.35,0.0034888717109188023,0.004223626654217242,66.94173711201805
28-06-2021,15824.05,-0.0015975553859613513,0.004147029123305586,65.62279619864375
29-06-2021,15749.55,-0.004719141197795266,0.004223828589663357,66.52339956433252
30-06-2021,15730.65,-0.0012007549044068596,0.004134909534815436,65.04481467384443
01-07-2021,15694.35,-0.002310263557383242,0.0040789563598801,64.01656874668424
02-07-2021,15729.5,0.002237155196456005,0.00400443728975272,62.98779634916541
05-07-2021,15841.75,0.007110929912250713,0.004146553810051515,65.6886688203836
06-07-2021,15816.9,-0.0015698714318873941,0.004084902821760658,64.61049944150615
07-07-2021,15880.8,0.004031843733893598,0.004057782055242714,64.4408252628985
08-07-2021,15727.75,-0.00968416432406017,0.0044574260822413045,70.10528306497068
09-07-2021,15699.65,-0.0017882489476228785,0.004393052974388947,68.96939412936543
12-07-2021,15690.6,-0.0005766121805813044,0.004316903820937594,67.73481109280343
13-07-2021,15807.9,0.007448008143014112,0.004440103107486535,70.1887059128364
14-07-2021,15844.85,0.0023347113147615304,0.0043778775108825494,69.36681247830737
15-07-2021,15918.2,0.004618582307904248,0.004366031347359979,69.49936019354561
16-07-2021,15921.2,0.00018844576272652493,0.004298147446955693,68.43166513247098
19-07-2021,15758.25,-0.010287516804833311,0.004631085166940862,72.97779783194584
20-07-2021,15624.5,-0.008523842544676903,0.004802693168214707,75.03967940677069
22-07-2021,15829.55,0.013038251341139477,0.00520187930717397,82.34340858687571
23-07-2021,15850.4,0.0013162901463181598,0.005131073217925854,81.32956293341196
26-07-2021,15821.15,-0.0018470841064657116,0.0050753053345035095,80.2971669929802
27-07-2021,15744.65,-0.004847027464668844,0.005078540037862045,79.95983540712466
28-07-2021,15714.65,-0.0019072267401871446,0.005024952102064914,78.9653635507144
29-07-2021,15783.3,0.004359020742738621,0.005003511052515003,78.97191599516005
30-07-2021,15774.55,-0.0005545371579005988,0.0049439948846871995,77.98929450824247
02-08-2021,15887.75,0.007150490161567281,0.004995000685846063,79.3593221465508
03-08-2021,16125.75,0.014869001195114941,0.005392953109163212,86.96541360008867
04-08-2021,16253.0,0.00786013389292787,0.005434377244914171,88.32493336159003
05-08-2021,16281.8,0.001770412452049029,0.005375013422906001,87.51489354907092
06-08-2021,16254.7,-0.0016658218472661965,0.005330142218285034,86.63986271555774
09-08-2021,16252.95,-0.00010766696464932983,0.005275190941562816,85.73741461367338
10-08-2021,16268.95,0.0009839524314928737,0.005219968466413012,84.92340598164996
11-08-2021,16276.0,0.00043324694677827094,0.005166839003907765,84.09547162760279
12-08-2021,16359.9,0.00514158854703865,0.005149531620003007,84.2458223500872
13-08-2021,16517.0,0.009556934852471183,0.005236070203512574,86.48417155141718
16-08-2021,16546.7,0.001796532631746285,0.005186279912803262,85.81581783318174
17-08-2021,16611.2,0.0038904804800733287,0.005150682810172823,85.5590222963428
18-08-2021,16552.05,-0.003567205429106629,0.005143035799797625,85.12778571004027
20-08-2021,16415.7,-0.008271767254095543,0.005248004118925944,86.14966121505263
23-08-2021,16487.9,0.0043885845852128435,0.005220930092788291,86.08217327688408
24-08-2021,16614.35,0.007640001212561261,0.005247804541100901,87.18886137743975
25-08-2021,16633.25,0.001136924291428021,0.0052023687883221625,86.53230064835961
26-08-2021,16633.5,1.5030022470236204e-05,0.005160055581658129,85.82978451751049
27-08-2021,16690.15,0.0033999909717293973,0.0051253482506296985,85.54283110524727
30-08-2021,16938.5,0.014770412436525953,0.005369967031855444,90.95918656908344
31-08-2021,17130.35,0.011262606630459278,0.005470741728881788,93.71572057535012
01-09-2021,17058.5,-0.00420313089074332,0.005473997654411502,93.3781889877786
02-09-2021,17233.15,0.010186241264599898,0.005538724984887613,95.44967847331598
