DATE,INDEX,EXPIRYDATE,DAY,RANGE_USED,REF_PRICE,UPPER_RANGE,LOWER_RANGE,ENTRY_TIME,EXIT_TIME,INDEX_ENTRY,INDEX_EXIT,STRIKE,TYPE,ENTRY_PRICE,EXIT_PRICE,QTY,PNL,EXIT_REASON
2022-01-10,NIFTY,2022-01-13,Monday,77.4,17924.25,18001.65,17846.85,2022-01-10 09:20:00+05:30,2022-01-10 09:20:00+05:30,17924.25,,17900,PE,103.3499984741211,106.6500015258789,-1,-3.3000030517578125,SL_HIT
2022-01-10,NIFTY,2022-01-13,Monday,77.4,18002.5,18079.9,17925.1,2022-01-10 15:04:00+05:30,2022-01-10 15:04:00+05:30,18002.5,,18000,CE,112.5,114.9000015258789,-1,-2.4000015258789062,SL_HIT
2022-01-10,NIFTY,2022-01-13,Monday,77.4,18002.5,18079.9,17925.1,2022-01-10 15:04:00+05:30,2022-01-10 15:04:00+05:30,18002.5,,18000,PE,107.80000305175781,108.19999694824219,-1,-0.399993896484375,SL_HIT
2022-01-11,NIFTY,2022-01-13,Tuesday,128.0,18004.25,18132.25,17876.25,2022-01-11 09:20:00+05:30,2022-01-11 09:20:00+05:30,18004.25,,18000,CE,120.5999984741211,124.25,-1,-3.6500015258789062,SL_HIT
2022-01-11,NIFTY,2022-01-13,Tuesday,128.0,18004.25,18132.25,17876.25,2022-01-11 09:20:00+05:30,2022-01-11 09:20:00+05:30,18004.25,,18000,PE,97.3499984741211,105.75,-1,-8.400001525878906,SL_HIT
2022-01-12,NIFTY,2022-01-13,Wednesday,83.8,18146.6,18230.399999999998,18062.8,2022-01-12 09:20:00+05:30,2022-01-12 09:20:00+05:30,18146.6,,18150,CE,81.3499984741211,82.3499984741211,-1,-1.0,SL_HIT
2022-01-12,NIFTY,2022-01-13,Wednesday,83.8,18146.6,18230.399999999998,18062.8,2022-01-12 09:20:00+05:30,2022-01-12 09:20:00+05:30,18146.6,,18150,PE,64.55000305175781,73.5999984741211,-1,-9.049995422363281,SL_HIT
2022-01-13,NIFTY,2022-01-13,Thursday,79.9,18237.65,18317.550000000003,18157.75,2022-01-13 09:20:00+05:30,2022-01-13 09:20:00+05:30,18237.65,,18250,CE,37.5,38.400001525878906,-1,-0.9000015258789062,SL_HIT
2022-01-13,NIFTY,2022-01-13,Thursday,79.9,18237.65,18317.550000000003,18157.75,2022-01-13 09:20:00+05:30,2022-01-13 09:20:00+05:30,18237.65,,18250,PE,53.5,57.45000076293945,-1,-3.950000762939453,SL_HIT
2022-01-14,NIFTY,2022-01-20,Friday,85.3,18144.5,18229.8,18059.2,2022-01-14 09:20:00+05:30,2022-01-14 09:20:00+05:30,18144.5,,18150,CE,132.25,137.64999389648438,-1,-5.399993896484375,SL_HIT
2022-01-14,NIFTY,2022-01-20,Friday,85.3,18144.5,18229.8,18059.2,2022-01-14 09:20:00+05:30,2022-01-14 09:20:00+05:30,18144.5,,18150,PE,140.14999389648438,142.89999389648438,-1,-2.75,SL_HIT
2022-01-14,NIFTY,2022-01-20,Friday,85.3,18230.35,18315.649999999998,18145.05,2022-01-14 13:41:00+05:30,2022-01-14 13:41:00+05:30,18230.35,,18250,CE,117.6500015258789,120.0,-1,-2.3499984741210938,SL_HIT
2022-01-14,NIFTY,2022-01-20,Friday,85.3,18230.35,18315.649999999998,18145.05,2022-01-14 13:41:00+05:30,2022-01-14 13:41:00+05:30,18230.35,,18250,PE,136.75,138.5,-1,-1.75,SL_HIT
2022-01-17,NIFTY,2022-01-20,Monday,77.4,18284.7,18362.100000000002,18207.3,2022-01-17 09:20:00+05:30,2022-01-17 09:20:00+05:30,18284.7,,18300,CE,114.9000015258789,117.6500015258789,-1,-2.75,SL_HIT
2022-01-17,NIFTY,2022-01-20,Monday,77.4,18284.7,18362.100000000002,18207.3,2022-01-17 09:20:00+05:30,2022-01-17 09:20:00+05:30,18284.7,,18300,PE,113.0999984741211,118.4000015258789,-1,-5.3000030517578125,SL_HIT
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,18338.35,18466.35,18210.35,2022-01-18 09:20:00+05:30,2022-01-18 09:20:00+05:30,18338.35,,18350,CE,89.30000305175781,90.05000305175781,-1,-0.75,SL_HIT
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,18338.35,18466.35,18210.35,2022-01-18 09:20:00+05:30,2022-01-18 09:20:00+05:30,18338.35,,18350,PE,90.0999984741211,95.75,-1,-5.650001525878906,SL_HIT
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,18198.9,18326.9,18070.9,2022-01-18 10:17:00+05:30,2022-01-18 10:17:00+05:30,18198.9,,18200,CE,106.0,106.30000305175781,-1,-0.3000030517578125,SL_HIT
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,18198.9,18326.9,18070.9,2022-01-18 10:17:00+05:30,2022-01-18 10:17:00+05:30,18198.9,,18200,PE,85.5999984741211,96.0,-1,-10.400001525878906,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,18061.25,18145.05,17977.45,2022-01-19 09:20:00+05:30,2022-01-19 09:20:00+05:30,18061.25,,18050,CE,84.75,85.44999694824219,-1,-0.6999969482421875,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,18061.25,18145.05,17977.45,2022-01-19 09:20:00+05:30,2022-01-19 09:20:00+05:30,18061.25,,18050,PE,83.94999694824219,91.80000305175781,-1,-7.850006103515625,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17974.25,18058.05,17890.45,2022-01-19 09:38:00+05:30,2022-01-19 09:38:00+05:30,17974.25,,17950,CE,107.6500015258789,109.0,-1,-1.3499984741210938,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17974.25,18058.05,17890.45,2022-01-19 09:38:00+05:30,2022-01-19 09:38:00+05:30,17974.25,,17950,PE,64.4000015258789,70.94999694824219,-1,-6.549995422363281,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,18062.7,18146.5,17978.9,2022-01-19 10:18:00+05:30,2022-01-19 10:18:00+05:30,18062.7,,18050,CE,73.0999984741211,79.44999694824219,-1,-6.349998474121094,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,18062.7,18146.5,17978.9,2022-01-19 10:18:00+05:30,2022-01-19 10:18:00+05:30,18062.7,,18050,PE,71.19999694824219,71.19999694824219,-1,-0.0,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17977.65,18061.45,17893.850000000002,2022-01-19 10:59:00+05:30,2022-01-19 10:59:00+05:30,17977.65,,18000,CE,64.55000305175781,64.55000305175781,-1,-0.0,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17977.65,18061.45,17893.850000000002,2022-01-19 10:59:00+05:30,2022-01-19 10:59:00+05:30,17977.65,,18000,PE,83.55000305175781,87.44999694824219,-1,-3.899993896484375,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17893.2,17977.0,17809.4,2022-01-19 12:48:00+05:30,2022-01-19 12:48:00+05:30,17893.2,,17900,CE,83.44999694824219,83.44999694824219,-1,-0.0,SL_HIT
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17893.2,17977.0,17809.4,2022-01-19 12:48:00+05:30,2022-01-19 12:48:00+05:30,17893.2,,17900,PE,62.900001525878906,71.30000305175781,-1,-8.400001525878906,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17899.0,17978.9,17819.1,2022-01-20 09:20:00+05:30,2022-01-20 09:20:00+05:30,17899.0,,17900,CE,54.099998474121094,57.95000076293945,-1,-3.8500022888183594,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17899.0,17978.9,17819.1,2022-01-20 09:20:00+05:30,2022-01-20 09:20:00+05:30,17899.0,,17900,PE,38.349998474121094,42.79999923706055,-1,-4.450000762939453,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17817.75,17897.65,17737.85,2022-01-20 11:06:00+05:30,2022-01-20 11:06:00+05:30,17817.75,,17800,CE,57.150001525878906,57.150001525878906,-1,-0.0,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17817.75,17897.65,17737.85,2022-01-20 11:06:00+05:30,2022-01-20 11:06:00+05:30,17817.75,,17800,PE,23.850000381469727,26.399999618530273,-1,-2.549999237060547,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17737.2,17817.100000000002,17657.3,2022-01-20 13:26:00+05:30,2022-01-20 13:26:00+05:30,17737.2,,17750,CE,28.350000381469727,28.350000381469727,-1,-0.0,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17737.2,17817.100000000002,17657.3,2022-01-20 13:26:00+05:30,2022-01-20 13:26:00+05:30,17737.2,,17750,PE,22.700000762939453,34.349998474121094,-1,-11.64999771118164,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17651.2,17731.100000000002,17571.3,2022-01-20 14:42:00+05:30,2022-01-20 14:42:00+05:30,17651.2,,17650,CE,32.54999923706055,32.54999923706055,-1,-0.0,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17651.2,17731.100000000002,17571.3,2022-01-20 14:42:00+05:30,2022-01-20 14:42:00+05:30,17651.2,,17650,PE,9.149999618530273,13.649999618530273,-1,-4.5,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17731.55,17811.45,17651.649999999998,2022-01-20 15:00:00+05:30,2022-01-20 15:00:00+05:30,17731.55,,17750,CE,2.75,4.699999809265137,-1,-1.9499998092651367,SL_HIT
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17731.55,17811.45,17651.649999999998,2022-01-20 15:00:00+05:30,2022-01-20 15:00:00+05:30,17731.55,,17750,PE,36.29999923706055,36.29999923706055,-1,-0.0,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17565.35,17650.649999999998,17480.05,2022-01-21 09:20:00+05:30,2022-01-21 09:20:00+05:30,17565.35,,17550,CE,187.9499969482422,187.9499969482422,-1,-0.0,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17565.35,17650.649999999998,17480.05,2022-01-21 09:20:00+05:30,2022-01-21 09:20:00+05:30,17565.35,,17550,PE,162.10000610351562,169.0500030517578,-1,-6.9499969482421875,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17652.4,17737.7,17567.100000000002,2022-01-21 09:48:00+05:30,2022-01-21 09:48:00+05:30,17652.4,,17650,CE,158.10000610351562,162.85000610351562,-1,-4.75,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17652.4,17737.7,17567.100000000002,2022-01-21 09:48:00+05:30,2022-01-21 09:48:00+05:30,17652.4,,17650,PE,152.1999969482422,155.14999389648438,-1,-2.9499969482421875,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17563.1,17648.399999999998,17477.8,2022-01-21 10:46:00+05:30,2022-01-21 10:46:00+05:30,17563.1,,17550,CE,179.64999389648438,180.64999389648438,-1,-1.0,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17563.1,17648.399999999998,17477.8,2022-01-21 10:46:00+05:30,2022-01-21 10:46:00+05:30,17563.1,,17550,PE,149.64999389648438,153.25,-1,-3.600006103515625,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17650.7,17736.0,17565.4,2022-01-21 12:14:00+05:30,2022-01-21 12:14:00+05:30,17650.7,,17650,CE,158.10000610351562,160.1999969482422,-1,-2.0999908447265625,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17650.7,17736.0,17565.4,2022-01-21 12:14:00+05:30,2022-01-21 12:14:00+05:30,17650.7,,17650,PE,148.85000610351562,150.9499969482422,-1,-2.0999908447265625,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17559.05,17644.35,17473.75,2022-01-21 14:23:00+05:30,2022-01-21 14:23:00+05:30,17559.05,,17550,CE,174.9499969482422,176.75,-1,-1.8000030517578125,SL_HIT
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17559.05,17644.35,17473.75,2022-01-21 14:23:00+05:30,2022-01-21 14:23:00+05:30,17559.05,,17550,PE,135.9499969482422,141.1999969482422,-1,-5.25,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17542.3,17619.7,17464.899999999998,2022-01-24 09:20:00+05:30,2022-01-24 09:20:00+05:30,17542.3,,17550,CE,162.10000610351562,169.14999389648438,-1,-7.04998779296875,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17542.3,17619.7,17464.899999999998,2022-01-24 09:20:00+05:30,2022-01-24 09:20:00+05:30,17542.3,,17550,PE,122.6500015258789,138.89999389648438,-1,-16.24999237060547,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17462.45,17539.850000000002,17385.05,2022-01-24 09:30:00+05:30,2022-01-24 09:30:00+05:30,17462.45,,17450,CE,162.5500030517578,165.75,-1,-3.1999969482421875,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17462.45,17539.850000000002,17385.05,2022-01-24 09:30:00+05:30,2022-01-24 09:30:00+05:30,17462.45,,17450,PE,126.55000305175781,138.0500030517578,-1,-11.5,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17378.9,17456.300000000003,17301.5,2022-01-24 10:57:00+05:30,2022-01-24 10:57:00+05:30,17378.9,,17400,CE,150.25,150.25,-1,-0.0,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17378.9,17456.300000000003,17301.5,2022-01-24 10:57:00+05:30,2022-01-24 10:57:00+05:30,17378.9,,17400,PE,129.0500030517578,139.0,-1,-9.949996948242188,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17301.0,17378.4,17223.6,2022-01-24 11:58:00+05:30,2022-01-24 11:58:00+05:30,17301.0,,17300,CE,171.9499969482422,172.75,-1,-0.8000030517578125,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17301.0,17378.4,17223.6,2022-01-24 11:58:00+05:30,2022-01-24 11:58:00+05:30,17301.0,,17300,PE,139.85000610351562,147.60000610351562,-1,-7.75,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17214.7,17292.100000000002,17137.3,2022-01-24 12:23:00+05:30,2022-01-24 12:23:00+05:30,17214.7,,17200,CE,202.89999389648438,202.89999389648438,-1,-0.0,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17214.7,17292.100000000002,17137.3,2022-01-24 12:23:00+05:30,2022-01-24 12:23:00+05:30,17214.7,,17200,PE,142.60000610351562,160.8000030517578,-1,-18.199996948242188,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17137.2,17214.600000000002,17059.8,2022-01-24 13:56:00+05:30,2022-01-24 13:56:00+05:30,17137.2,,17150,CE,185.0,185.0,-1,-0.0,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17137.2,17214.600000000002,17059.8,2022-01-24 13:56:00+05:30,2022-01-24 13:56:00+05:30,17137.2,,17150,PE,146.25,160.39999389648438,-1,-14.149993896484375,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17057.7,17135.100000000002,16980.3,2022-01-24 14:08:00+05:30,2022-01-24 14:08:00+05:30,17057.7,,17050,CE,209.9499969482422,209.9499969482422,-1,-0.0,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17057.7,17135.100000000002,16980.3,2022-01-24 14:08:00+05:30,2022-01-24 14:08:00+05:30,17057.7,,17050,PE,159.89999389648438,173.6999969482422,-1,-13.800003051757812,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17140.9,17218.300000000003,17063.5,2022-01-24 14:23:00+05:30,2022-01-24 14:23:00+05:30,17140.9,,17150,CE,173.9499969482422,180.1999969482422,-1,-6.25,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17140.9,17218.300000000003,17063.5,2022-01-24 14:23:00+05:30,2022-01-24 14:23:00+05:30,17140.9,,17150,PE,178.60000610351562,179.0500030517578,-1,-0.4499969482421875,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17060.65,17138.050000000003,16983.25,2022-01-24 14:40:00+05:30,2022-01-24 14:40:00+05:30,17060.65,,17050,CE,212.0,217.5500030517578,-1,-5.5500030517578125,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17060.65,17138.050000000003,16983.25,2022-01-24 14:40:00+05:30,2022-01-24 14:40:00+05:30,17060.65,,17050,PE,156.0500030517578,172.0,-1,-15.949996948242188,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17150.35,17227.75,17072.949999999997,2022-01-24 15:01:00+05:30,2022-01-24 15:01:00+05:30,17150.35,,17150,CE,163.85000610351562,169.60000610351562,-1,-5.75,SL_HIT
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17150.35,17227.75,17072.949999999997,2022-01-24 15:01:00+05:30,2022-01-24 15:01:00+05:30,17150.35,,17150,PE,165.85000610351562,166.3000030517578,-1,-0.4499969482421875,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,16890.4,17018.4,16762.4,2022-01-25 09:20:00+05:30,2022-01-25 09:20:00+05:30,16890.4,,16900,CE,163.8000030517578,178.9499969482422,-1,-15.149993896484375,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,16890.4,17018.4,16762.4,2022-01-25 09:20:00+05:30,2022-01-25 09:20:00+05:30,16890.4,,16900,PE,196.6999969482422,203.1999969482422,-1,-6.5,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17040.95,17168.95,16912.95,2022-01-25 09:37:00+05:30,2022-01-25 09:37:00+05:30,17040.95,,17050,CE,148.85000610351562,158.75,-1,-9.899993896484375,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17040.95,17168.95,16912.95,2022-01-25 09:37:00+05:30,2022-01-25 09:37:00+05:30,17040.95,,17050,PE,168.35000610351562,169.89999389648438,-1,-1.54998779296875,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17173.45,17301.45,17045.45,2022-01-25 09:59:00+05:30,2022-01-25 09:59:00+05:30,17173.45,,17150,CE,151.0,152.64999389648438,-1,-1.649993896484375,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17173.45,17301.45,17045.45,2022-01-25 09:59:00+05:30,2022-01-25 09:59:00+05:30,17173.45,,17150,PE,130.64999389648438,135.8000030517578,-1,-5.1500091552734375,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17039.15,17167.15,16911.15,2022-01-25 10:11:00+05:30,2022-01-25 10:11:00+05:30,17039.15,,17050,CE,160.6999969482422,160.6999969482422,-1,-0.0,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17039.15,17167.15,16911.15,2022-01-25 10:11:00+05:30,2022-01-25 10:11:00+05:30,17039.15,,17050,PE,147.6999969482422,162.3000030517578,-1,-14.600006103515625,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17170.2,17298.2,17042.2,2022-01-25 13:48:00+05:30,2022-01-25 13:48:00+05:30,17170.2,,17150,CE,113.44999694824219,125.69999694824219,-1,-12.25,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17170.2,17298.2,17042.2,2022-01-25 13:48:00+05:30,2022-01-25 13:48:00+05:30,17170.2,,17150,PE,113.69999694824219,115.0,-1,-1.3000030517578125,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17298.5,17426.5,17170.5,2022-01-25 15:16:00+05:30,2022-01-25 15:16:00+05:30,17298.5,,17300,CE,96.19999694824219,98.6500015258789,-1,-2.4500045776367188,SL_HIT
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17298.5,17426.5,17170.5,2022-01-25 15:16:00+05:30,2022-01-25 15:16:00+05:30,17298.5,,17300,PE,97.6500015258789,98.1500015258789,-1,-0.5,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17004.2,17084.100000000002,16924.3,2022-01-27 09:20:00+05:30,2022-01-27 09:20:00+05:30,17004.2,,17000,CE,78.9000015258789,90.4000015258789,-1,-11.5,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17004.2,17084.100000000002,16924.3,2022-01-27 09:20:00+05:30,2022-01-27 09:20:00+05:30,17004.2,,17000,PE,109.30000305175781,118.30000305175781,-1,-9.0,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,16922.2,17002.100000000002,16842.3,2022-01-27 11:36:00+05:30,2022-01-27 11:36:00+05:30,16922.2,,16900,CE,70.19999694824219,70.19999694824219,-1,-0.0,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,16922.2,17002.100000000002,16842.3,2022-01-27 11:36:00+05:30,2022-01-27 11:36:00+05:30,16922.2,,16900,PE,39.04999923706055,48.75,-1,-9.700000762939453,SL_HIT
