Date,Strategy,LegID,OptionType,Strike,Expiry,DTE,SpotPrice,IntendedEntryTime,EntryTime,EntryPrice,EntryDelayed,EntryDelayMinutes,ExitTime,ExitPrice,ExitReason,SLPrice,Qty,PnL
2021-06-17,ITMStraddle,CE,CE,15600,2021-06-17,0,15673.45,09:20,2021-06-17 09:20:00+05:30,96.30000305175781,False,0,2021-06-17 10:17:00+05:30,135.9499969482422,SL_HIT,134.82000732421875,-1,-39.649993896484375
2021-06-17,ITMStraddle,PE,PE,15800,2021-06-17,0,15673.45,09:20,2021-06-17 09:20:00+05:30,128.39999389648438,False,0,2021-06-17 14:23:00+05:30,183.5,SL_HIT,179.75999450683594,-1,-55.100006103515625
2021-06-18,ITMStraddle,CE,CE,15600,2021-06-24,6,15706.2,09:20,2021-06-18 09:20:00+05:30,187.0,False,0,2021-06-18 15:15:00+05:30,157.64999389648438,TIME_EXIT,261.79998779296875,-1,29.350006103515625
2021-06-18,ITMStraddle,PE,PE,15800,2021-06-24,6,15706.2,09:20,2021-06-18 09:20:00+05:30,144.85000610351562,False,0,2021-06-18 09:52:00+05:30,211.0,SL_HIT,202.79000854492188,-1,-66.14999389648438
2021-06-21,ITMStraddle,CE,CE,15400,2021-06-24,3,15542.0,09:20,2021-06-21 09:20:00+05:30,202.0,False,0,2021-06-21 13:05:00+05:30,285.0,SL_HIT,282.79998779296875,-1,-83.0
2021-06-21,ITMStraddle,PE,PE,15600,2021-06-24,3,15542.0,09:20,2021-06-21 09:20:00+05:30,145.85000610351562,False,0,2021-06-21 15:15:00+05:30,39.45000076293945,TIME_EXIT,204.19000244140625,-1,106.40000915527344
2021-06-22,ITMStraddle,CE,CE,15700,2021-06-24,2,15848.1,09:20,2021-06-22 09:20:00+05:30,157.89999389648438,False,0,2021-06-22 15:15:00+05:30,117.25,TIME_EXIT,221.0599822998047,-1,40.649993896484375
2021-06-22,ITMStraddle,PE,PE,15900,2021-06-24,2,15848.1,09:20,2021-06-22 09:20:00+05:30,113.94999694824219,False,0,2021-06-22 15:11:00+05:30,162.0,SL_HIT,159.52999877929688,-1,-48.05000305175781
2021-06-23,ITMStraddle,CE,CE,15700,2021-06-24,1,15817.2,09:20,2021-06-23 09:20:00+05:30,142.3000030517578,False,0,2021-06-23 15:15:00+05:30,52.25,TIME_EXIT,199.22000122070312,-1,90.05000305175781
2021-06-23,ITMStraddle,PE,PE,15900,2021-06-24,1,15817.2,09:20,2021-06-23 09:20:00+05:30,107.5999984741211,False,0,2021-06-23 10:12:00+05:30,151.0,SL_HIT,150.63999938964844,-1,-43.400001525878906
2021-06-24,ITMStraddle,CE,CE,15600,2021-06-24,0,15724.25,09:20,2021-06-24 09:20:00+05:30,131.39999389648438,False,0,2021-06-24 12:20:00+05:30,188.6999969482422,SL_HIT,183.95999145507812,-1,-57.30000305175781
2021-06-24,ITMStraddle,PE,PE,15800,2021-06-24,0,15724.25,09:20,2021-06-24 09:20:00+05:30,96.3499984741211,False,0,2021-06-24 15:15:00+05:30,8.449999809265137,TIME_EXIT,134.88999938964844,-1,87.9000015258789
