DATE,INDEX,EXPIRYDATE,DAY,RANGE_USED,INDEX_PRICE,UPPER_RANGE,LOWER_RANGE,ENTRY_TIME,EXIT_TIME,INDEX_ENTRY,INDEX_EXIT,STRIKE,TYPE,ENTRY_PRICE,EXIT_PRICE,QTY,PNL,EXIT_REASON,REF_PRICE
2022-01-07,NIFTY,2022-01-13,Friday,85.3,,17915.8,,09:20,15:20,17830.5,,17850,CE,145.2,124.2,-1,21.0,EOD,17830.5
2022-01-07,NIFTY,2022-01-13,Friday,85.3,17830.5,,17745.2,09:20,12:44,17830.5,17744.3,17850,PE,156.5,197.85,-1,-41.350006,LOWER_BREACH,
2022-01-07,NIFTY,2022-01-13,Friday,85.3,,17829.6,,12:44,15:20,17744.3,,17750,CE,141.15,178.3,-1,-37.15001,EOD,17744.3
2022-01-07,NIFTY,2022-01-13,Friday,85.3,,,17659.0,12:44,15:20,17744.3,,17750,PE,143.25,108.45,-1,34.800003,EOD,17744.3
2022-01-10,NIFTY,2022-01-13,Monday,77.4,17932.75,18010.15,,09:20,15:19,17932.75,18010.5,17950,CE,112.95,151.6,-1,-38.65001,UPPER_BREACH,
2022-01-10,NIFTY,2022-01-13,Monday,77.4,,,17855.35,09:20,15:20,17932.75,,17950,PE,125.25,80.7,-1,44.550003,EOD,17932.75
2022-01-10,NIFTY,2022-01-13,Monday,77.4,,18087.9,,15:19,15:20,18010.5,,18000,CE,121.5,120.9,-1,0.5999985,EOD,18010.5
2022-01-10,NIFTY,2022-01-13,Monday,77.4,,,17933.1,15:19,15:20,18010.5,,18000,PE,100.95,100.55,-1,0.3999939,EOD,18010.5
2022-01-11,NIFTY,2022-01-13,Tuesday,128.0,,18149.5,,09:20,15:20,18021.5,,18000,CE,120.6,122.15,-1,-1.550003,EOD,18021.5
2022-01-11,NIFTY,2022-01-13,Tuesday,128.0,,,17893.5,09:20,15:20,18021.5,,18000,PE,97.35,71.65,-1,25.699997,EOD,18021.5
2022-01-12,NIFTY,2022-01-13,Wednesday,83.8,,18246.0,,09:20,15:20,18162.2,,18150,CE,81.35,96.6,-1,-15.25,EOD,18162.2
2022-01-12,NIFTY,2022-01-13,Wednesday,83.8,,,18078.4,09:20,15:20,18162.2,,18150,PE,64.55,34.4,-1,30.150002,EOD,18162.2
2022-01-13,NIFTY,2022-01-13,Thursday,79.9,,18317.4,,09:20,15:20,18237.5,,18250,CE,37.5,8.1,-1,29.4,EOD,18237.5
2022-01-13,NIFTY,2022-01-13,Thursday,79.9,,,18157.6,09:20,15:20,18237.5,,18250,PE,53.5,0.6,-1,52.9,EOD,18237.5
2022-01-14,NIFTY,2022-01-20,Friday,85.3,18132.8,18218.1,,09:20,09:38,18132.8,18221.5,18150,CE,132.25,176.4,-1,-44.149994,UPPER_BREACH,
2022-01-14,NIFTY,2022-01-20,Friday,85.3,,,18047.5,09:20,15:20,18132.8,,18150,PE,140.15,80.7,-1,59.449997,EOD,18132.8
2022-01-14,NIFTY,2022-01-20,Friday,85.3,,18306.8,,09:38,15:20,18221.5,,18200,CE,146.9,162.8,-1,-15.900009,EOD,18221.5
2022-01-14,NIFTY,2022-01-20,Friday,85.3,,,18136.2,09:38,15:20,18221.5,,18200,PE,128.5,98.9,-1,29.599998,EOD,18221.5
2022-01-17,NIFTY,2022-01-20,Monday,77.4,,18373.9,,09:20,15:20,18296.5,,18300,CE,114.9,112.8,-1,2.0999985,EOD,18296.5
2022-01-17,NIFTY,2022-01-20,Monday,77.4,,,18219.1,09:20,15:20,18296.5,,18300,PE,113.1,91.85,-1,21.25,EOD,18296.5
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,,18477.45,,09:20,15:20,18349.45,,18350,CE,89.3,20.6,-1,68.700005,EOD,18349.45
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,18349.45,,18221.45,09:20,10:00,18349.45,18219.15,18350,PE,90.1,164.9,-1,-74.799995,LOWER_BREACH,
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,,18347.15,,10:00,15:20,18219.15,,18200,CE,113.9,59.0,-1,54.9,EOD,18219.15
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,18219.15,,18091.15,10:00,15:14,18219.15,18089.6,18200,PE,82.65,158.05,-1,-75.4,LOWER_BREACH,
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,,18217.6,,15:14,15:20,18089.6,,18100,CE,96.95,105.3,-1,-8.350006,EOD,18089.6
2022-01-18,NIFTY,2022-01-20,Tuesday,128.0,,,17961.6,15:14,15:20,18089.6,,18100,PE,100.6,89.3,-1,11.299995,EOD,18089.6
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,,18137.399999999998,,09:20,15:20,18053.6,,18050,CE,84.75,17.1,-1,67.65,EOD,18053.6
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,18053.6,,17969.8,09:20,09:43,18053.6,17958.7,18050,PE,83.95,129.05,-1,-45.100006,LOWER_BREACH,
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,17958.7,18042.5,,09:43,09:57,17958.7,18043.55,17950,CE,90.1,130.6,-1,-40.500008,UPPER_BREACH,
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,,,17874.9,09:43,15:20,17958.7,,17950,PE,73.3,61.5,-1,11.800003,EOD,17958.7
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,,18127.35,,09:57,15:20,18043.55,,18050,CE,70.3,17.1,-1,53.200005,EOD,18043.55
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,18043.55,,17959.75,09:57,11:18,18043.55,17954.3,18050,PE,81.55,131.4,-1,-49.84999,LOWER_BREACH,
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,,18038.1,,11:18,15:20,17954.3,,17950,CE,76.6,53.65,-1,22.949997,EOD,17954.3
2022-01-19,NIFTY,2022-01-20,Wednesday,83.8,,,17870.5,11:18,15:20,17954.3,,17950,PE,71.95,61.5,-1,10.449997,EOD,17954.3
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,,17993.0,,09:20,15:20,17913.1,,17900,CE,54.1,0.15,-1,53.949997,EOD,17913.1
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17913.1,,17833.199999999997,09:20,10:35,17913.1,17827.5,17900,PE,38.35,75.65,-1,-37.300003,LOWER_BREACH,
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,,17907.4,,10:35,15:20,17827.5,,17850,CE,33.8,0.1,-1,33.7,EOD,17827.5
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17827.5,,17747.6,10:35,13:25,17827.5,17745.6,17850,PE,42.85,97.25,-1,-54.4,LOWER_BREACH,
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,,17825.5,,13:25,15:20,17745.6,,17750,CE,29.1,6.45,-1,22.650002,EOD,17745.6
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17745.6,,17665.699999999997,13:25,14:41,17745.6,17660.35,17750,PE,21.75,79.65,-1,-57.9,LOWER_BREACH,
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,17660.35,17740.25,,14:41,15:04,17660.35,17746.1,17650,CE,31.55,89.05,-1,-57.500004,UPPER_BREACH,
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,,,17580.449999999997,14:41,15:20,17660.35,,17650,PE,9.65,0.05,-1,9.599999,EOD,17660.35
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,,17826.0,,15:04,15:20,17746.1,,17750,CE,4.55,6.45,-1,-1.8999996,EOD,17746.1
2022-01-20,NIFTY,2022-01-20,Thursday,79.9,,,17666.199999999997,15:04,15:20,17746.1,,17750,PE,15.6,0.3,-1,15.3,EOD,17746.1
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17566.75,17652.05,,09:20,09:49,17566.75,17653.1,17550,CE,187.95,225.8,-1,-37.850006,UPPER_BREACH,
2022-01-21,NIFTY,2022-01-27,Friday,85.3,,,17481.45,09:20,15:20,17566.75,,17550,PE,162.1,107.6,-1,54.500008,EOD,17566.75
2022-01-21,NIFTY,2022-01-27,Friday,85.3,,17738.399999999998,,09:49,15:20,17653.1,,17650,CE,163.45,138.95,-1,24.5,EOD,17653.1
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17653.1,,17567.8,09:49,10:46,17653.1,17566.55,17650,PE,147.1,196.65,-1,-49.549988,LOWER_BREACH,
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17566.55,17651.85,,10:46,12:15,17566.55,17652.0,17550,CE,179.65,222.05,-1,-42.40001,UPPER_BREACH,
2022-01-21,NIFTY,2022-01-27,Friday,85.3,,,17481.25,10:46,15:20,17566.55,,17550,PE,149.65,107.6,-1,42.049995,EOD,17566.55
2022-01-21,NIFTY,2022-01-27,Friday,85.3,,17737.3,,12:15,15:20,17652.0,,17650,CE,159.05,138.95,-1,20.100006,EOD,17652.0
2022-01-21,NIFTY,2022-01-27,Friday,85.3,17652.0,,17566.7,12:15,14:21,17652.0,17566.55,17650,PE,146.4,183.8,-1,-37.40001,LOWER_BREACH,
2022-01-21,NIFTY,2022-01-27,Friday,85.3,,17651.85,,14:21,15:20,17566.55,,17550,CE,173.9,197.6,-1,-23.700012,EOD,17566.55
2022-01-21,NIFTY,2022-01-27,Friday,85.3,,,17481.25,14:21,15:20,17566.55,,17550,PE,135.8,107.6,-1,28.200005,EOD,17566.55
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17663.45,,09:20,15:20,17586.05,,17600,CE,134.15,22.1,-1,112.049995,EOD,17586.05
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17586.05,,17508.649999999998,09:20,09:29,17586.05,17497.2,17600,PE,144.7,185.85,-1,-41.15001,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17574.600000000002,,09:29,15:20,17497.2,,17500,CE,150.65,36.3,-1,114.34999,EOD,17497.2
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17497.2,,17419.8,09:29,09:37,17497.2,17416.9,17500,PE,134.8,176.6,-1,-41.800003,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17416.9,17494.300000000003,,09:37,09:47,17416.9,17495.6,17400,CE,163.35,194.85,-1,-31.5,UPPER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17416.9,,17339.5,09:37,11:47,17416.9,17339.0,17400,PE,126.7,158.9,-1,-32.199997,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17573.0,,09:47,15:20,17495.6,,17500,CE,136.1,36.3,-1,99.8,EOD,17495.6
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17495.6,,17418.199999999997,09:47,10:16,17495.6,17416.25,17500,PE,136.2,175.35,-1,-39.15001,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17493.65,,10:16,15:20,17416.25,,17400,CE,158.55,59.25,-1,99.3,EOD,17416.25
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17416.25,,17338.85,10:16,11:49,17416.25,17326.75,17400,PE,125.0,167.4,-1,-42.399994,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17416.4,,11:47,15:20,17339.0,,17350,CE,152.4,74.65,-1,77.74999,EOD,17339.0
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17339.0,,17261.6,11:47,12:19,17339.0,17259.8,17350,PE,134.1,192.25,-1,-58.149994,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17404.15,,11:49,15:20,17326.75,,17350,CE,149.4,74.65,-1,74.74999,EOD,17326.75
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17326.75,,17249.35,11:49,12:22,17326.75,17241.75,17350,PE,142.95,206.2,-1,-63.25,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17337.2,,12:19,15:20,17259.8,,17250,CE,181.15,115.05,-1,66.09999,EOD,17259.8
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17259.8,,17182.399999999998,12:19,13:31,17259.8,17175.75,17250,PE,143.05,188.1,-1,-45.050003,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17319.15,,12:22,15:20,17241.75,,17250,CE,174.05,115.05,-1,59.0,EOD,17241.75
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17241.75,,17164.35,12:22,13:33,17241.75,17163.65,17250,PE,155.8,193.7,-1,-37.899994,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17253.15,,13:31,15:20,17175.75,,17200,CE,162.95,139.2,-1,23.75,EOD,17175.75
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17175.75,,17098.35,13:31,14:04,17175.75,17085.85,17200,PE,163.55,224.8,-1,-61.25,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17241.050000000003,,13:33,15:20,17163.65,,17150,CE,184.6,167.65,-1,16.950012,EOD,17163.65
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17163.65,,17086.25,13:33,14:04,17163.65,17085.85,17150,PE,144.95,197.75,-1,-52.800003,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17085.85,17163.25,,14:04,15:14,17085.85,17182.05,17100,CE,182.15,204.85,-1,-22.700012,UPPER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17085.85,,17008.449999999997,14:04,14:15,17085.85,17007.65,17100,PE,173.0,240.9,-1,-67.899994,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17007.65,17085.050000000003,,14:15,14:17,17007.65,17097.55,17000,CE,216.6,253.95,-1,-37.34999,UPPER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,,16930.25,14:15,15:20,17007.65,,17000,PE,192.85,85.5,-1,107.350006,EOD,17007.65
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17097.55,17174.95,,14:17,15:14,17097.55,17182.05,17100,CE,196.1,204.85,-1,-8.75,UPPER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17097.55,,17020.149999999998,14:17,14:53,17097.55,17015.4,17100,PE,177.45,220.9,-1,-43.449997,LOWER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17015.4,17092.800000000003,,14:53,14:59,17015.4,17096.0,17000,CE,194.55,234.4,-1,-39.84999,UPPER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,,16938.0,14:53,15:20,17015.4,,17000,PE,170.85,85.5,-1,85.350006,EOD,17015.4
2022-01-24,NIFTY,2022-01-27,Monday,77.4,17096.0,17173.4,,14:59,15:14,17096.0,17182.05,17100,CE,175.25,204.85,-1,-29.600006,UPPER_BREACH,
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,,17018.6,14:59,15:20,17096.0,,17100,PE,162.35,116.6,-1,45.750008,EOD,17096.0
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,17259.45,,15:14,15:20,17182.05,,17200,CE,147.25,139.2,-1,8.050003,EOD,17182.05
2022-01-24,NIFTY,2022-01-27,Monday,77.4,,,17104.649999999998,15:14,15:20,17182.05,,17200,PE,150.95,157.55,-1,-6.600006,EOD,17182.05
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,16856.95,16984.95,,09:20,09:28,16856.95,16995.2,16850,CE,193.05,253.05,-1,-60.0,UPPER_BREACH,
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,,,16728.95,09:20,15:20,16856.95,,16850,PE,175.2,13.5,-1,161.7,EOD,16856.95
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,16995.2,17123.2,,09:28,09:46,16995.2,17133.9,17000,CE,159.95,231.5,-1,-71.55,UPPER_BREACH,
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,,,16867.2,09:28,15:20,16995.2,,17000,PE,169.0,24.5,-1,144.5,EOD,16995.2
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,17133.9,17261.9,,09:46,14:51,17133.9,17264.4,17150,CE,137.8,181.75,-1,-43.949997,UPPER_BREACH,
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,,,17005.9,09:46,15:20,17133.9,,17150,PE,157.25,46.4,-1,110.85,EOD,17133.9
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,,17392.4,,14:51,15:20,17264.4,,17250,CE,116.7,117.75,-1,-1.050003,EOD,17264.4
2022-01-25,NIFTY,2022-01-27,Tuesday,128.0,,,17136.4,14:51,15:20,17264.4,,17250,PE,92.25,77.0,-1,15.25,EOD,17264.4
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,16985.65,17065.550000000003,,09:20,13:51,16985.65,17067.5,17000,CE,78.9,80.8,-1,-1.9000015,UPPER_BREACH,
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,16985.65,,16905.75,09:20,12:11,16985.65,16902.1,17000,PE,109.3,119.75,-1,-10.449997,LOWER_BREACH,
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,16902.1,16982.0,,12:11,13:12,16902.1,16983.45,16900,CE,44.8,94.8,-1,-50.000004,UPPER_BREACH,
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,,,16822.199999999997,12:11,15:20,16902.1,,16900,PE,52.2,0.1,-1,52.100002,EOD,16902.1
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,16983.45,17063.350000000002,,13:12,13:51,16983.45,17067.5,17000,CE,31.5,80.8,-1,-49.300003,UPPER_BREACH,
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,,,16903.55,13:12,15:20,16983.45,,17000,PE,49.0,0.15,-1,48.85,EOD,16983.45
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17067.5,17147.4,,13:51,14:33,17067.5,17149.8,17050,CE,47.25,97.0,-1,-49.75,UPPER_BREACH,
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,,,16987.6,13:51,15:20,17067.5,,17050,PE,29.65,0.4,-1,29.25,EOD,17067.5
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,,17229.7,,14:33,15:20,17149.8,,17150,CE,25.05,0.15,-1,24.9,EOD,17149.8
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17149.8,,17069.899999999998,14:33,15:03,17149.8,17058.95,17150,PE,31.75,93.5,-1,-61.75,LOWER_BREACH,
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,,17138.850000000002,,15:03,15:20,17058.95,,17050,CE,17.35,56.05,-1,-38.699997,EOD,17058.95
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,,,16979.05,15:03,15:20,17058.95,,17050,PE,10.25,0.4,-1,9.85,EOD,17058.95
2022-01-28,NIFTY,2022-02-03,Friday,85.3,,17372.149999999998,,09:20,15:20,17286.85,,17300,CE,254.55,168.35,-1,86.2,EOD,17286.85
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17286.85,,17201.55,09:20,14:05,17286.85,17189.15,17300,PE,260.2,310.9,-1,-50.69998,LOWER_BREACH,
2022-01-28,NIFTY,2022-02-03,Friday,85.3,,17274.45,,14:05,15:20,17189.15,,17200,CE,245.55,208.6,-1,36.949997,EOD,17189.15
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17189.15,,17103.850000000002,14:05,15:02,17189.15,17097.1,17200,PE,257.0,302.25,-1,-45.25,LOWER_BREACH,
2022-01-28,NIFTY,2022-02-03,Friday,85.3,,17182.399999999998,,15:02,15:20,17097.1,,17100,CE,251.6,253.75,-1,-2.149994,EOD,17097.1
2022-01-28,NIFTY,2022-02-03,Friday,85.3,,,17011.8,15:02,15:20,17097.1,,17100,PE,249.15,244.3,-1,4.849991,EOD,17097.1
2022-01-31,NIFTY,2022-02-03,Monday,77.4,17311.25,17388.65,,09:20,12:17,17311.25,17389.9,17300,CE,239.2,293.3,-1,-54.09999,UPPER_BREACH,
2022-01-31,NIFTY,2022-02-03,Monday,77.4,,,17233.85,09:20,15:20,17311.25,,17300,PE,227.0,208.85,-1,18.149994,EOD,17311.25
2022-01-31,NIFTY,2022-02-03,Monday,77.4,,17467.300000000003,,12:17,15:20,17389.9,,17400,CE,236.15,213.05,-1,23.09999,EOD,17389.9
2022-01-31,NIFTY,2022-02-03,Monday,77.4,,,17312.5,12:17,15:20,17389.9,,17400,PE,239.2,255.85,-1,-16.65001,EOD,17389.9
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,,17626.0,,09:20,15:20,17498.0,,17500,CE,215.05,183.4,-1,31.65001,EOD,17498.0
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,17498.0,,17370.0,09:20,13:13,17498.0,17333.7,17500,PE,227.3,272.85,-1,-45.550003,LOWER_BREACH,
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,17333.7,17461.7,,13:13,13:34,17333.7,17470.35,17350,CE,146.6,230.35,-1,-83.75,UPPER_BREACH,
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,,,17205.7,13:13,15:20,17333.7,,17350,PE,185.4,48.95,-1,136.45,EOD,17333.7
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,17470.35,17598.35,,13:34,14:31,17470.35,17599.75,17450,CE,169.25,235.9,-1,-66.649994,UPPER_BREACH,
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,,,17342.35,13:34,15:20,17470.35,,17450,PE,157.75,77.15,-1,80.6,EOD,17470.35
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,,17727.75,,14:31,15:20,17599.75,,17600,CE,148.95,129.6,-1,19.34999,EOD,17599.75
2022-02-01,NIFTY,2022-02-03,Tuesday,128.0,,,17471.75,14:31,15:20,17599.75,,17600,PE,143.7,141.9,-1,1.800003,EOD,17599.75
2022-02-02,NIFTY,2022-02-03,Wednesday,83.8,,17794.0,,09:20,15:20,17710.2,,17700,CE,108.1,123.75,-1,-15.650002,EOD,17710.2
2022-02-02,NIFTY,2022-02-03,Wednesday,83.8,,,17626.4,09:20,15:20,17710.2,,17700,PE,99.4,31.35,-1,68.05,EOD,17710.2
2022-02-03,NIFTY,2022-02-03,Thursday,79.9,,17830.600000000002,,09:20,15:20,17750.7,,17750,CE,46.85,0.1,-1,46.75,EOD,17750.7
2022-02-03,NIFTY,2022-02-03,Thursday,79.9,17750.7,,17670.8,09:20,11:40,17750.7,17668.15,17750,PE,45.6,95.55,-1,-49.950005,LOWER_BREACH,
2022-02-03,NIFTY,2022-02-03,Thursday,79.9,,17748.050000000003,,11:40,15:20,17668.15,,17650,CE,47.25,0.05,-1,47.2,EOD,17668.15
2022-02-03,NIFTY,2022-02-03,Thursday,79.9,17668.15,,17588.25,11:40,13:53,17668.15,17586.95,17650,PE,31.9,71.2,-1,-39.299995,LOWER_BREACH,
2022-02-03,NIFTY,2022-02-03,Thursday,79.9,,17666.850000000002,,13:53,15:20,17586.95,,17600,CE,26.35,0.1,-1,26.25,EOD,17586.95
2022-02-03,NIFTY,2022-02-03,Thursday,79.9,,,17507.05,13:53,15:20,17586.95,,17600,PE,36.7,31.6,-1,5.1000004,EOD,17586.95
2022-02-04,NIFTY,2022-02-10,Friday,85.3,17501.6,17586.899999999998,,09:20,09:28,17501.6,17586.9,17500,CE,179.55,214.5,-1,-34.949997,UPPER_BREACH,
2022-02-04,NIFTY,2022-02-10,Friday,85.3,,,17416.3,09:20,15:20,17501.6,,17500,PE,170.55,141.25,-1,29.300003,EOD,17501.6
2022-02-04,NIFTY,2022-02-10,Friday,85.3,,17672.2,,09:28,15:20,17586.9,,17600,CE,155.95,107.75,-1,48.199997,EOD,17586.9
2022-02-04,NIFTY,2022-02-10,Friday,85.3,17586.9,,17501.600000000002,09:28,12:20,17586.9,17491.2,17600,PE,168.0,214.6,-1,-46.600006,LOWER_BREACH,
2022-02-04,NIFTY,2022-02-10,Friday,85.3,,17576.5,,12:20,15:20,17491.2,,17500,CE,156.35,158.5,-1,-2.149994,EOD,17491.2
2022-02-04,NIFTY,2022-02-10,Friday,85.3,,,17405.9,12:20,15:20,17491.2,,17500,PE,163.55,141.25,-1,22.300003,EOD,17491.2
