DATE,INDEX,EXPIRYDATE,DAY,ENTRY_TIME,INDEX_ENTRY_PRICE,ENTRY_PRICE,EXIT_TIME,INDEX_EXIT_PRICE,EXIT_PRICE,EXIT_REASON,STRIKE,TYPE,SL_INDEX,SL_BEFORE_ROUND,VOLATILITY,UPPER_RANGE,LOWER_RANGE,RANGE_USED,QTY,PNL
2022-01-13,NIFTY,2022-01-13,Thursday,09:20,18237.5,53.5,15:20,18264.45,0.35,EOD,18250,PE,18093.938026707845,18093.938026707845,143.56197329215573,,18093.938026707845,143.56197329215573,-1,53.15
2022-01-14,NIFTY,2022-01-20,Friday,09:20,18132.8,132.25,15:01,18275.95,214.45,CE_SL_HIT,18150,CE,18275.764023914628,18275.764023914628,142.96402391462863,18275.764023914628,,142.96402391462863,-1,-82.2
2022-01-14,NIFTY,2022-01-20,Friday,09:20,18132.8,140.15,15:20,18246.4,80.25,EOD,18150,PE,17989.83597608537,17989.83597608537,142.96402391462863,,17989.83597608537,142.96402391462863,-1,59.899994
2022-01-14,NIFTY,2022-01-20,Friday,15:02,18275.95,123.05,15:20,18246.4,109.75,EOD,18300,CE,18418.91402391463,18418.91402391463,142.96402391462863,18418.91402391463,,142.96402391462863,-1,13.300003
2022-01-17,NIFTY,2022-01-20,Monday,09:20,18296.5,114.9,15:20,18311.2,112.7,EOD,18300,CE,18439.652741836315,18439.652741836315,143.15274183631615,18439.652741836315,,143.15274183631615,-1,2.2000046
2022-01-17,NIFTY,2022-01-20,Monday,09:20,18296.5,113.1,15:20,18311.2,91.55,EOD,18300,PE,18153.347258163685,18153.347258163685,143.15274183631615,,18153.347258163685,143.15274183631615,-1,21.549995
2022-01-18,NIFTY,2022-01-20,Tuesday,09:20,18349.45,89.3,15:20,18107.45,20.4,EOD,18350,CE,18491.635027293745,18491.635027293745,142.18502729374558,18491.635027293745,,142.18502729374558,-1,68.9
2022-01-18,NIFTY,2022-01-20,Tuesday,09:20,18349.45,90.1,10:17,18198.9,179.65,PE_SL_HIT,18350,PE,18207.264972706256,18207.264972706256,142.18502729374558,,18207.264972706256,142.18502729374558,-1,-89.549995
2022-01-18,NIFTY,2022-01-20,Tuesday,10:18,18198.9,92.6,15:20,18107.45,144.0,EOD,18200,PE,18056.714972706257,18056.714972706257,142.18502729374558,,18056.714972706257,142.18502729374558,-1,-51.4
2022-01-19,NIFTY,2022-01-20,Wednesday,09:20,18053.6,84.75,15:20,17931.15,17.85,EOD,18050,CE,18194.78078143371,18194.78078143371,141.18078143371227,18194.78078143371,,141.18078143371227,-1,66.9
2022-01-19,NIFTY,2022-01-20,Wednesday,09:20,18053.6,83.95,12:39,17912.0,156.0,PE_SL_HIT,18050,PE,17912.419218566287,17912.419218566287,141.18078143371227,,17912.419218566287,141.18078143371227,-1,-72.05
2022-01-19,NIFTY,2022-01-20,Wednesday,12:40,17912.0,61.7,15:20,17931.15,39.75,EOD,17900,PE,17770.81921856629,17770.81921856629,141.18078143371227,,17770.81921856629,141.18078143371227,-1,21.95
2022-01-20,NIFTY,2022-01-20,Thursday,09:20,17913.1,54.1,15:20,17760.3,0.1,EOD,17900,CE,18053.266902558906,18053.266902558906,140.16690255890802,18053.266902558906,,140.16690255890802,-1,54.0
2022-01-20,NIFTY,2022-01-20,Thursday,09:20,17913.1,38.35,11:43,17772.4,118.3,PE_SL_HIT,17900,PE,17772.93309744109,17772.93309744109,140.16690255890802,,17772.93309744109,140.16690255890802,-1,-79.950005
2022-01-20,NIFTY,2022-01-20,Thursday,11:44,17772.4,21.6,15:20,17760.3,0.6,EOD,17750,PE,17632.233097441094,17632.233097441094,140.16690255890802,,17632.233097441094,140.16690255890802,-1,21.0
2022-01-21,NIFTY,2022-01-27,Friday,09:20,17566.75,187.95,13:12,17706.45,256.0,CE_SL_HIT,17550,CE,17705.919943044657,17705.919943044657,139.16994304465712,17705.919943044657,,139.16994304465712,-1,-68.05
2022-01-21,NIFTY,2022-01-27,Friday,09:20,17566.75,162.1,15:20,17626.05,110.85,EOD,17550,PE,17427.580056955343,17427.580056955343,139.16994304465712,,17427.580056955343,139.16994304465712,-1,51.250008
2022-01-21,NIFTY,2022-01-27,Friday,13:13,17706.45,159.15,15:20,17626.05,111.85,EOD,17700,CE,17845.619943044658,17845.619943044658,139.16994304465712,17845.619943044658,,139.16994304465712,-1,47.299995
2022-01-24,NIFTY,2022-01-27,Monday,09:20,17586.05,134.15,15:20,17158.05,21.0,EOD,17600,CE,17727.09491311761,17727.09491311761,141.04491311761137,17727.09491311761,,141.04491311761137,-1,113.149994
2022-01-24,NIFTY,2022-01-27,Monday,09:20,17586.05,144.7,09:31,17441.0,222.9,PE_SL_HIT,17600,PE,17445.00508688239,17445.00508688239,141.04491311761137,,17445.00508688239,141.04491311761137,-1,-78.2
2022-01-24,NIFTY,2022-01-27,Monday,09:32,17441.0,139.6,12:00,17299.4,224.9,PE_SL_HIT,17450,PE,17299.95508688239,17299.95508688239,141.04491311761137,,17299.95508688239,141.04491311761137,-1,-85.29999
2022-01-24,NIFTY,2022-01-27,Monday,12:01,17299.4,145.2,13:38,17157.35,226.65,PE_SL_HIT,17300,PE,17158.35508688239,17158.35508688239,141.04491311761137,,17158.35508688239,141.04491311761137,-1,-81.45
2022-01-24,NIFTY,2022-01-27,Monday,13:39,17157.35,149.6,14:14,17003.5,271.4,PE_SL_HIT,17150,PE,17016.30508688239,17016.30508688239,141.04491311761137,,17016.30508688239,141.04491311761137,-1,-121.79999
2022-01-24,NIFTY,2022-01-27,Monday,14:15,17003.5,192.85,15:20,17158.05,90.15,EOD,17000,PE,16862.45508688239,16862.45508688239,141.04491311761137,,16862.45508688239,141.04491311761137,-1,102.700005
2022-01-25,NIFTY,2022-01-27,Tuesday,09:20,16856.95,193.05,09:36,17015.85,279.7,CE_SL_HIT,16850,CE,16999.273588375992,16999.273588375992,142.3235883759905,16999.273588375992,,142.3235883759905,-1,-86.65001
2022-01-25,NIFTY,2022-01-27,Tuesday,09:20,16856.95,175.2,15:20,17288.8,13.9,EOD,16850,PE,16714.62641162401,16714.62641162401,142.3235883759905,,16714.62641162401,142.3235883759905,-1,161.3
2022-01-25,NIFTY,2022-01-27,Tuesday,09:37,17015.85,177.5,09:57,17160.85,248.2,CE_SL_HIT,17000,CE,17158.17358837599,17158.17358837599,142.3235883759905,17158.17358837599,,142.3235883759905,-1,-70.7
2022-01-25,NIFTY,2022-01-27,Tuesday,09:58,17160.85,148.55,15:17,17307.45,200.3,CE_SL_HIT,17150,CE,17303.17358837599,17303.17358837599,142.3235883759905,17303.17358837599,,142.3235883759905,-1,-51.75
2022-01-25,NIFTY,2022-01-27,Tuesday,15:18,17307.45,99.9,15:20,17288.8,90.9,EOD,17300,CE,17449.773588375992,17449.773588375992,142.3235883759905,17449.773588375992,,142.3235883759905,-1,9.0
2022-01-27,NIFTY,2022-01-27,Thursday,09:20,16985.65,78.9,14:27,17135.8,132.85,CE_SL_HIT,17000,CE,17126.932336065547,17126.932336065547,141.28233606554642,17126.932336065547,,141.28233606554642,-1,-53.950005
2022-01-27,NIFTY,2022-01-27,Thursday,09:20,16985.65,109.3,15:20,17109.55,0.15,EOD,17000,PE,16844.367663934456,16844.367663934456,141.28233606554642,,16844.367663934456,141.28233606554642,-1,109.15
2022-01-27,NIFTY,2022-01-27,Thursday,14:28,17135.8,20.55,15:20,17109.55,0.1,EOD,17150,CE,17277.082336065545,17277.082336065545,141.28233606554642,17277.082336065545,,141.28233606554642,-1,20.449999
2022-01-28,NIFTY,2022-02-03,Friday,09:20,17286.85,254.55,15:20,17085.65,167.55,EOD,17300,CE,17427.37937946922,17427.37937946922,140.52937946922168,17427.37937946922,,140.52937946922168,-1,87.0
2022-01-28,NIFTY,2022-02-03,Friday,09:20,17286.85,260.2,14:15,17115.4,361.0,PE_SL_HIT,17300,PE,17146.320620530776,17146.320620530776,140.52937946922168,,17146.320620530776,140.52937946922168,-1,-100.79999
2022-01-28,NIFTY,2022-02-03,Friday,14:16,17115.4,247.4,15:20,17085.65,243.95,EOD,17100,PE,16974.87062053078,16974.87062053078,140.52937946922168,,16974.87062053078,140.52937946922168,-1,3.449997
2022-01-31,NIFTY,2022-02-03,Monday,09:20,17311.25,239.2,15:20,17340.1,261.8,EOD,17300,CE,17454.352353419996,17454.352353419996,143.10235341999652,17454.352353419996,,143.10235341999652,-1,-22.59999
2022-01-31,NIFTY,2022-02-03,Monday,09:20,17311.25,227.0,15:20,17340.1,212.5,EOD,17300,PE,17168.147646580004,17168.147646580004,143.10235341999652,,17168.147646580004,143.10235341999652,-1,14.5
2022-02-01,NIFTY,2022-02-03,Tuesday,09:20,17498.0,215.05,15:20,17588.55,183.0,EOD,17500,CE,17644.197357123834,17644.197357123834,146.19735712383542,17644.197357123834,,146.19735712383542,-1,32.050003
2022-02-01,NIFTY,2022-02-03,Tuesday,09:20,17498.0,227.3,13:12,17336.2,279.0,PE_SL_HIT,17500,PE,17351.802642876166,17351.802642876166,146.19735712383542,,17351.802642876166,146.19735712383542,-1,-51.699997
2022-02-01,NIFTY,2022-02-03,Tuesday,13:13,17336.2,185.4,15:20,17588.55,48.5,EOD,17350,PE,17190.002642876167,17190.002642876167,146.19735712383542,,17190.002642876167,146.19735712383542,-1,136.9
2022-02-02,NIFTY,2022-02-03,Wednesday,09:20,17710.2,108.1,15:20,17791.0,123.75,EOD,17700,CE,17858.131900495027,17858.131900495027,147.9319004950277,17858.131900495027,,147.9319004950277,-1,-15.650002
2022-02-02,NIFTY,2022-02-03,Wednesday,09:20,17710.2,99.4,15:20,17791.0,31.85,EOD,17700,PE,17562.268099504974,17562.268099504974,147.9319004950277,,17562.268099504974,147.9319004950277,-1,67.55
2022-02-03,NIFTY,2022-02-03,Thursday,09:20,17750.7,46.85,15:20,17549.35,0.05,EOD,17750,CE,17897.56575779753,17897.56575779753,146.86575779752965,17897.56575779753,,146.86575779752965,-1,46.8
2022-02-03,NIFTY,2022-02-03,Thursday,09:20,17750.7,45.6,13:45,17600.75,152.9,PE_SL_HIT,17750,PE,17603.834242202473,17603.834242202473,146.86575779752965,,17603.834242202473,146.86575779752965,-1,-107.299995
2022-02-03,NIFTY,2022-02-03,Thursday,13:46,17600.75,34.75,15:20,17549.35,33.1,EOD,17600,PE,17453.88424220247,17453.88424220247,146.86575779752965,,17453.88424220247,146.86575779752965,-1,1.6500015
2022-02-04,NIFTY,2022-02-10,Friday,09:20,17501.6,179.55,15:20,17513.0,155.5,EOD,17500,CE,17647.891369952493,17647.891369952493,146.291369952496,17647.891369952493,,146.291369952496,-1,24.050003
2022-02-04,NIFTY,2022-02-10,Friday,09:20,17501.6,170.55,15:20,17513.0,143.9,EOD,17500,PE,17355.308630047504,17355.308630047504,146.291369952496,,17355.308630047504,146.291369952496,-1,26.65001
2022-02-07,NIFTY,2022-02-10,Monday,09:20,17529.05,122.7,15:20,17190.95,24.1,EOD,17550,CE,17674.299764269046,17674.299764269046,145.24976426904536,17674.299764269046,,145.24976426904536,-1,98.6
2022-02-07,NIFTY,2022-02-10,Monday,09:20,17529.05,152.6,10:58,17381.7,232.1,PE_SL_HIT,17550,PE,17383.800235730952,17383.800235730952,145.24976426904536,,17383.800235730952,145.24976426904536,-1,-79.5
2022-02-07,NIFTY,2022-02-10,Monday,10:59,17381.7,142.65,13:33,17235.35,227.15,PE_SL_HIT,17400,PE,17236.450235730954,17236.450235730954,145.24976426904536,,17236.450235730954,145.24976426904536,-1,-84.5
2022-02-07,NIFTY,2022-02-10,Monday,13:34,17235.35,140.6,15:20,17190.95,166.7,EOD,17250,PE,17090.10023573095,17090.10023573095,145.24976426904536,,17090.10023573095,145.24976426904536,-1,-26.09999
2022-02-08,NIFTY,2022-02-10,Tuesday,09:20,17277.1,106.0,15:20,17246.55,72.25,EOD,17300,CE,17422.141475709235,17422.141475709235,145.0414757092369,17422.141475709235,,145.0414757092369,-1,33.75
2022-02-08,NIFTY,2022-02-10,Tuesday,09:20,17277.1,132.75,10:30,17128.1,220.0,PE_SL_HIT,17300,PE,17132.058524290762,17132.058524290762,145.0414757092369,,17132.058524290762,145.0414757092369,-1,-87.25
2022-02-08,NIFTY,2022-02-10,Tuesday,10:31,17128.1,129.7,15:20,17246.55,58.55,EOD,17150,PE,16983.058524290762,16983.058524290762,145.0414757092369,,16983.058524290762,145.0414757092369,-1,71.149994
2022-02-09,NIFTY,2022-02-10,Wednesday,09:20,17390.1,71.0,15:20,17468.45,105.95,EOD,17400,CE,17537.65166033701,17537.65166033701,147.5516603370115,17537.65166033701,,147.5516603370115,-1,-34.949997
2022-02-09,NIFTY,2022-02-10,Wednesday,09:20,17390.1,88.4,15:20,17468.45,28.7,EOD,17400,PE,17242.548339662986,17242.548339662986,147.5516603370115,,17242.548339662986,147.5516603370115,-1,59.7
2022-02-10,NIFTY,2022-02-10,Thursday,09:20,17501.2,52.9,15:20,17600.5,107.7,EOD,17500,CE,17649.51200153025,17649.51200153025,148.31200153024983,17649.51200153025,,148.31200153024983,-1,-54.799995
2022-02-10,NIFTY,2022-02-10,Thursday,09:20,17501.2,51.3,15:20,17600.5,0.15,EOD,17500,PE,17352.887998469752,17352.887998469752,148.31200153024983,,17352.887998469752,148.31200153024983,-1,51.149998
2022-02-11,NIFTY,2022-02-17,Friday,09:20,17431.65,139.7,15:20,17360.5,102.05,EOD,17450,CE,17578.743463536794,17578.743463536794,147.0934635367911,17578.743463536794,,147.0934635367911,-1,37.649994
2022-02-11,NIFTY,2022-02-17,Friday,09:20,17431.65,158.4,15:20,17360.5,200.1,EOD,17450,PE,17284.55653646321,17284.55653646321,147.0934635367911,,17284.55653646321,147.0934635367911,-1,-41.700012
2022-02-14,NIFTY,2022-02-17,Monday,09:20,16946.65,217.4,15:20,16824.65,116.2,EOD,16950,CE,17094.343040368814,17094.343040368814,147.6930403688132,17094.343040368814,,147.6930403688132,-1,101.2
2022-02-14,NIFTY,2022-02-17,Monday,09:20,16946.65,206.8,15:20,16824.65,238.5,EOD,16950,PE,16798.95695963119,16798.95695963119,147.6930403688132,,16798.95695963119,147.6930403688132,-1,-31.699997
2022-02-15,NIFTY,2022-02-17,Tuesday,09:20,16983.15,134.0,13:40,17146.05,227.15,CE_SL_HIT,17000,CE,17140.362414036794,17140.362414036794,157.21241403679286,17140.362414036794,,157.21241403679286,-1,-93.149994
2022-02-15,NIFTY,2022-02-17,Tuesday,09:20,16983.15,166.9,15:20,17368.45,25.15,EOD,17000,PE,16825.93758596321,16825.93758596321,157.21241403679286,,16825.93758596321,157.21241403679286,-1,141.75
2022-02-15,NIFTY,2022-02-17,Tuesday,13:41,17146.05,134.0,14:39,17311.05,242.5,CE_SL_HIT,17150,CE,17303.26241403679,17303.26241403679,157.21241403679286,17303.26241403679,,157.21241403679286,-1,-108.5
2022-02-15,NIFTY,2022-02-17,Tuesday,14:40,17311.05,143.1,15:20,17368.45,166.25,EOD,17300,CE,17468.26241403679,17468.26241403679,157.21241403679286,17468.26241403679,,157.21241403679286,-1,-23.149994
2022-02-16,NIFTY,2022-02-17,Wednesday,09:20,17411.95,105.45,15:20,17305.7,41.2,EOD,17400,CE,17568.256588853314,17568.256588853314,156.30658885331434,17568.256588853314,,156.30658885331434,-1,64.25
2022-02-16,NIFTY,2022-02-17,Wednesday,09:20,17411.95,95.0,15:20,17305.7,129.05,EOD,17400,PE,17255.643411146688,17255.643411146688,156.30658885331434,,17255.643411146688,156.30658885331434,-1,-34.050003
2022-02-17,NIFTY,2022-02-17,Thursday,09:20,17422.8,63.35,15:20,17279.25,0.05,EOD,17400,CE,17578.524519151,17578.524519151,155.72451915100245,17578.524519151,,155.72451915100245,-1,63.3
2022-02-17,NIFTY,2022-02-17,Thursday,09:20,17422.8,45.2,10:29,17250.2,171.2,PE_SL_HIT,17400,PE,17267.075480849,17267.075480849,155.72451915100245,,17267.075480849,155.72451915100245,-1,-126.0
2022-02-17,NIFTY,2022-02-17,Thursday,10:30,17250.2,71.35,15:20,17279.25,0.4,EOD,17250,PE,17094.475480849,17094.475480849,155.72451915100245,,17094.475480849,155.72451915100245,-1,70.95
2022-02-18,NIFTY,2022-02-24,Friday,09:20,17268.55,238.0,15:20,17264.15,206.5,EOD,17250,CE,17423.77574985956,17423.77574985956,155.22574985955964,17423.77574985956,,155.22574985955964,-1,31.5
2022-02-18,NIFTY,2022-02-24,Friday,09:20,17268.55,210.5,15:20,17264.15,186.0,EOD,17250,PE,17113.32425014044,17113.32425014044,155.22574985955964,,17113.32425014044,155.22574985955964,-1,24.5
2022-02-21,NIFTY,2022-02-24,Monday,09:20,17156.9,194.0,12:10,17313.1,266.9,CE_SL_HIT,17150,CE,17311.21487721922,17311.21487721922,154.31487721921738,17311.21487721922,,154.31487721921738,-1,-72.899994
2022-02-21,NIFTY,2022-02-24,Monday,09:20,17156.9,175.25,15:20,17208.4,118.3,EOD,17150,PE,17002.585122780783,17002.585122780783,154.31487721921738,,17002.585122780783,154.31487721921738,-1,56.949997
2022-02-21,NIFTY,2022-02-24,Monday,12:11,17313.1,171.25,15:20,17208.4,104.85,EOD,17300,CE,17467.414877219217,17467.414877219217,154.31487721921738,17467.414877219217,,154.31487721921738,-1,66.4
2022-02-22,NIFTY,2022-02-24,Tuesday,09:20,16919.65,186.5,14:14,17077.85,246.75,CE_SL_HIT,16900,CE,17072.738716432938,17072.738716432938,153.088716432937,17072.738716432938,,153.088716432937,-1,-60.25
2022-02-22,NIFTY,2022-02-24,Tuesday,09:20,16919.65,162.65,15:20,17101.2,71.6,EOD,16900,PE,16766.561283567065,16766.561283567065,153.088716432937,,16766.561283567065,153.088716432937,-1,91.049995
2022-02-22,NIFTY,2022-02-24,Tuesday,14:15,17077.85,120.4,15:20,17101.2,129.05,EOD,17100,CE,17230.938716432935,17230.938716432935,153.088716432937,17230.938716432935,,153.088716432937,-1,-8.650002
2022-02-23,NIFTY,2022-02-24,Wednesday,09:20,17186.0,101.4,15:20,17027.9,28.85,EOD,17200,CE,17338.469781265416,17338.469781265416,152.46978126541626,17338.469781265416,,152.46978126541626,-1,72.55
2022-02-23,NIFTY,2022-02-24,Wednesday,09:20,17186.0,114.55,15:20,17027.9,176.1,EOD,17200,PE,17033.530218734584,17033.530218734584,152.46978126541626,,17033.530218734584,152.46978126541626,-1,-61.550003
2022-02-24,NIFTY,2022-02-24,Thursday,09:20,16672.1,125.0,15:20,16227.35,0.15,EOD,16650,CE,16828.925902691295,16828.925902691295,156.82590269129594,16828.925902691295,,156.82590269129594,-1,124.85
2022-02-24,NIFTY,2022-02-24,Thursday,09:20,16672.1,98.9,09:45,16511.7,176.3,PE_SL_HIT,16650,PE,16515.274097308702,16515.274097308702,156.82590269129594,,16515.274097308702,156.82590269129594,-1,-77.4
2022-02-24,NIFTY,2022-02-24,Thursday,09:46,16511.7,89.9,14:54,16347.15,143.1,PE_SL_HIT,16500,PE,16354.874097308704,16354.874097308704,156.82590269129594,,16354.874097308704,156.82590269129594,-1,-53.200005
2022-02-24,NIFTY,2022-02-24,Thursday,14:55,16347.15,20.85,15:20,16227.35,103.9,EOD,16350,PE,16190.324097308703,16190.324097308703,156.82590269129594,,16190.324097308703,156.82590269129594,-1,-83.05
2022-02-25,NIFTY,2022-03-03,Friday,09:20,16563.3,261.55,10:44,16735.75,352.6,CE_SL_HIT,16550,CE,16727.492717302324,16727.492717302324,164.1927173023243,16727.492717302324,,164.1927173023243,-1,-91.05002
2022-02-25,NIFTY,2022-03-03,Friday,09:20,16563.3,250.35,15:20,16661.5,206.85,EOD,16550,PE,16399.107282697674,16399.107282697674,164.1927173023243,,16399.107282697674,164.1927173023243,-1,43.5
2022-02-25,NIFTY,2022-03-03,Friday,10:45,16735.75,226.15,15:20,16661.5,182.55,EOD,16750,CE,16899.942717302325,16899.942717302325,164.1927173023243,16899.942717302325,,164.1927173023243,-1,43.59999
2022-02-28,NIFTY,2022-03-03,Monday,09:20,16462.2,231.05,11:25,16632.35,350.3,CE_SL_HIT,16450,CE,16627.312697164405,16627.312697164405,165.11269716440512,16627.312697164405,,165.11269716440512,-1,-119.249985
2022-02-28,NIFTY,2022-03-03,Monday,09:20,16462.2,229.35,15:20,16802.05,129.75,EOD,16450,PE,16297.087302835596,16297.087302835596,165.11269716440512,,16297.087302835596,165.11269716440512,-1,99.600006
2022-02-28,NIFTY,2022-03-03,Monday,11:26,16632.35,223.5,15:01,16800.35,309.45,CE_SL_HIT,16650,CE,16797.462697164403,16797.462697164403,165.11269716440512,16797.462697164403,,165.11269716440512,-1,-85.95001
2022-02-28,NIFTY,2022-03-03,Monday,15:02,16800.35,211.85,15:20,16802.05,212.85,EOD,16800,CE,16965.462697164403,16965.462697164403,165.11269716440512,16965.462697164403,,165.11269716440512,-1,-1.0
2022-03-02,NIFTY,2022-03-03,Wednesday,09:20,16613.35,192.0,15:20,16628.9,148.35,EOD,16600,CE,16776.904571957384,16776.904571957384,163.5545719573868,16776.904571957384,,163.5545719573868,-1,43.649994
2022-03-02,NIFTY,2022-03-03,Wednesday,09:20,16613.35,200.7,15:20,16628.9,132.65,EOD,16600,PE,16449.795428042613,16449.795428042613,163.5545719573868,,16449.795428042613,163.5545719573868,-1,68.05
2022-03-03,NIFTY,2022-03-03,Thursday,09:20,16723.3,81.1,15:20,16514.05,0.1,EOD,16700,CE,16885.497454381613,16885.497454381613,162.19745438161564,16885.497454381613,,162.19745438161564,-1,81.0
2022-03-03,NIFTY,2022-03-03,Thursday,09:20,16723.3,66.2,12:30,16556.9,158.2,PE_SL_HIT,16700,PE,16561.102545618385,16561.102545618385,162.19745438161564,,16561.102545618385,162.19745438161564,-1,-92.0
2022-03-03,NIFTY,2022-03-03,Thursday,12:31,16556.9,57.25,15:20,16514.05,44.2,EOD,16550,PE,16394.702545618387,16394.702545618387,162.19745438161564,,16394.702545618387,162.19745438161564,-1,13.049999
2022-03-04,NIFTY,2022-03-10,Friday,09:20,16253.0,274.6,13:25,16420.6,359.4,CE_SL_HIT,16250,CE,16413.356531605787,16413.356531605787,160.35653160578545,16413.356531605787,,160.35653160578545,-1,-84.79999
2022-03-04,NIFTY,2022-03-10,Friday,09:20,16253.0,283.55,15:20,16231.65,256.05,EOD,16250,PE,16092.643468394215,16092.643468394215,160.35653160578545,,16092.643468394215,160.35653160578545,-1,27.5
2022-03-04,NIFTY,2022-03-10,Friday,13:26,16420.6,263.75,15:20,16231.65,165.85,EOD,16400,CE,16580.956531605785,16580.956531605785,160.35653160578545,16580.956531605785,,160.35653160578545,-1,97.899994
2022-03-07,NIFTY,2022-03-10,Monday,09:20,15858.3,238.95,15:20,15897.35,248.45,EOD,15850,CE,16016.854604441756,16016.854604441756,158.55460444175668,16016.854604441756,,158.55460444175668,-1,-9.5
2022-03-07,NIFTY,2022-03-10,Monday,09:20,15858.3,223.15,15:20,15897.35,207.4,EOD,15850,PE,15699.745395558242,15699.745395558242,158.55460444175668,,15699.745395558242,158.55460444175668,-1,15.75
2022-03-08,NIFTY,2022-03-10,Tuesday,09:20,15806.5,212.25,14:45,15972.45,295.2,CE_SL_HIT,15800,CE,15966.30993633531,15966.30993633531,159.8099363353097,15966.30993633531,,159.8099363353097,-1,-82.95001
2022-03-08,NIFTY,2022-03-10,Tuesday,09:20,15806.5,200.85,15:20,16017.95,105.7,EOD,15800,PE,15646.69006366469,15646.69006366469,159.8099363353097,,15646.69006366469,159.8099363353097,-1,95.15001
