DATE,INDEX,EXPIRYDATE,DAY,ENTRY_TIME,INDEX_ENTRY_PRICE,ENTRY_PRICE,EXIT_TIME,INDEX_EXIT_PRICE,EXIT_PRICE,EXIT_REASON,STRIKE,TYPE,SL_INDEX,SL_BEFORE_ROUND,VOLATILITY,UPPER_RANGE,LOWER_RANGE,RANGE_USED,QTY,PNL
2023-02-13,NIFTY,2023-02-16,Monday,10:07,17740.65,102.1,15:19,17767.55,71.3,EOD,17750,PE,,,,17850,17650,100,-1,30.799995
2023-02-14,NIFTY,2023-02-16,Tuesday,09:20,17818.1,92.25,12:15,17905.0,149.3,UPPER_BREACH,17800,CE,,,,17900,17700,100,-1,-57.050003
2023-02-14,NIFTY,2023-02-16,Tuesday,09:20,17818.1,69.8,15:19,17930.4,29.55,EOD,17800,PE,,,,17900,17700,100,-1,40.250004
2023-02-14,NIFTY,2023-02-16,Tuesday,12:16,17905.0,83.05,15:19,17930.4,87.0,EOD,17900,CE,,,,18000,17800,100,-1,-3.949997
2023-02-14,NIFTY,2023-02-16,Tuesday,12:16,17905.0,73.55,15:19,17930.4,59.5,EOD,17900,PE,,,,18000,17800,100,-1,14.050003
2023-02-15,NIFTY,2023-02-16,Wednesday,09:20,17892.05,57.6,15:04,18004.65,121.25,UPPER_BREACH,17900,CE,,,,18000,17800,100,-1,-63.65
2023-02-15,NIFTY,2023-02-16,Wednesday,09:20,17892.05,68.25,15:19,18026.45,12.95,EOD,17900,PE,,,,18000,17800,100,-1,55.3
2023-02-15,NIFTY,2023-02-16,Wednesday,15:05,18004.65,47.8,15:19,18026.45,60.05,EOD,18000,CE,,,,18100,17900,100,-1,-12.25
2023-02-15,NIFTY,2023-02-16,Wednesday,15:05,18004.65,44.8,15:19,18026.45,34.5,EOD,18000,PE,,,,18100,17900,100,-1,10.299999
2023-02-16,NIFTY,2023-02-16,Thursday,09:20,18096.6,33.1,15:19,18024.55,0.05,EOD,18100,CE,,,,18200,18000,100,-1,33.05
2023-02-16,NIFTY,2023-02-16,Thursday,09:20,18096.6,37.8,15:19,18024.55,63.05,EOD,18100,PE,,,,18200,18000,100,-1,-25.25
2023-02-17,NIFTY,2023-02-23,Friday,09:20,17969.1,119.2,15:19,17947.85,96.45,EOD,17950,CE,,,,18050,17850,100,-1,22.75
2023-02-17,NIFTY,2023-02-23,Friday,09:20,17969.1,83.1,15:19,17947.85,93.1,EOD,17950,PE,,,,18050,17850,100,-1,-10.0
2023-02-20,NIFTY,2023-02-23,Monday,09:20,17958.6,95.6,15:19,17843.5,51.3,EOD,17950,CE,,,,18050,17850,100,-1,44.3
2023-02-20,NIFTY,2023-02-23,Monday,09:20,17958.6,81.75,14:03,17849.5,139.45,LOWER_BREACH,17950,PE,,,,18050,17850,100,-1,-57.699997
2023-02-20,NIFTY,2023-02-23,Monday,14:04,17849.5,94.75,15:19,17843.5,91.8,EOD,17850,CE,,,,17950,17750,100,-1,2.949997
2023-02-20,NIFTY,2023-02-23,Monday,14:04,17849.5,82.1,15:19,17843.5,80.8,EOD,17850,PE,,,,17950,17750,100,-1,1.2999954
2023-02-21,NIFTY,2023-02-23,Tuesday,09:20,17868.6,94.3,15:19,17826.9,60.55,EOD,17850,CE,,,,17950,17750,100,-1,33.750004
2023-02-21,NIFTY,2023-02-23,Tuesday,09:20,17868.6,69.15,15:19,17826.9,73.55,EOD,17850,PE,,,,17950,17750,100,-1,-4.4000015
2023-02-22,NIFTY,2023-02-23,Wednesday,09:20,17750.55,64.5,15:19,17548.6,7.95,EOD,17750,CE,,,,17850,17650,100,-1,56.55
2023-02-22,NIFTY,2023-02-23,Wednesday,09:20,17750.55,61.5,11:43,17647.15,126.55,LOWER_BREACH,17750,PE,,,,17850,17650,100,-1,-65.05
2023-02-22,NIFTY,2023-02-23,Wednesday,11:44,17647.15,63.95,15:19,17548.6,21.85,EOD,17650,CE,,,,17750,17550,100,-1,42.1
2023-02-22,NIFTY,2023-02-23,Wednesday,11:44,17647.15,62.7,14:08,17540.1,131.2,LOWER_BREACH,17650,PE,,,,17750,17550,100,-1,-68.5
2023-02-22,NIFTY,2023-02-23,Wednesday,14:09,17540.1,63.0,15:19,17548.6,59.3,EOD,17550,CE,,,,17650,17450,100,-1,3.7000008
2023-02-22,NIFTY,2023-02-23,Wednesday,14:09,17540.1,67.75,15:19,17548.6,49.15,EOD,17550,PE,,,,17650,17450,100,-1,18.599998
2023-02-23,NIFTY,2023-02-23,Thursday,09:20,17551.85,51.2,15:19,17513.6,0.1,EOD,17550,CE,,,,17650,17450,100,-1,51.100002
2023-02-23,NIFTY,2023-02-23,Thursday,09:20,17551.85,44.0,15:19,17513.6,38.6,EOD,17550,PE,,,,17650,17450,100,-1,5.4000015
2023-02-24,NIFTY,2023-03-02,Friday,09:20,17587.9,111.55,15:19,17465.45,52.35,EOD,17600,CE,,,,17700,17500,100,-1,59.200005
2023-02-24,NIFTY,2023-03-02,Friday,09:20,17587.9,105.35,11:40,17499.7,156.0,LOWER_BREACH,17600,PE,,,,17700,17500,100,-1,-50.65
2023-02-24,NIFTY,2023-03-02,Friday,11:41,17499.7,115.15,15:19,17465.45,91.85,EOD,17500,CE,,,,17600,17400,100,-1,23.300003
2023-02-24,NIFTY,2023-03-02,Friday,11:41,17499.7,102.6,15:19,17465.45,111.45,EOD,17500,PE,,,,17600,17400,100,-1,-8.849998
2023-02-27,NIFTY,2023-03-02,Monday,09:20,17364.3,117.5,15:19,17396.1,120.45,EOD,17350,CE,,,,17450,17250,100,-1,-2.949997
2023-02-27,NIFTY,2023-03-02,Monday,09:20,17364.3,80.2,15:19,17396.1,56.1,EOD,17350,PE,,,,17450,17250,100,-1,24.099998
2023-02-28,NIFTY,2023-03-02,Tuesday,09:20,17413.1,101.15,15:19,17312.55,40.85,EOD,17400,CE,,,,17500,17300,100,-1,60.300003
2023-02-28,NIFTY,2023-03-02,Tuesday,09:20,17413.1,71.8,14:00,17298.7,130.0,LOWER_BREACH,17400,PE,,,,17500,17300,100,-1,-58.199997
2023-02-28,NIFTY,2023-03-02,Tuesday,14:01,17298.7,83.3,15:19,17312.55,86.5,EOD,17300,CE,,,,17400,17200,100,-1,-3.199997
2023-02-28,NIFTY,2023-03-02,Tuesday,14:01,17298.7,74.4,15:19,17312.55,55.8,EOD,17300,PE,,,,17400,17200,100,-1,18.600002
2023-03-01,NIFTY,2023-03-02,Wednesday,09:20,17390.75,62.5,15:19,17450.3,80.6,EOD,17400,CE,,,,17500,17300,100,-1,-18.099998
2023-03-01,NIFTY,2023-03-02,Wednesday,09:20,17390.75,68.0,15:19,17450.3,23.95,EOD,17400,PE,,,,17500,17300,100,-1,44.05
2023-03-02,NIFTY,2023-03-02,Thursday,09:20,17430.5,31.4,15:19,17320.85,0.1,EOD,17450,CE,,,,17550,17350,100,-1,31.3
2023-03-02,NIFTY,2023-03-02,Thursday,09:20,17430.5,50.35,09:59,17348.0,105.3,LOWER_BREACH,17450,PE,,,,17550,17350,100,-1,-54.950005
2023-03-02,NIFTY,2023-03-02,Thursday,10:00,17348.0,37.95,15:19,17320.85,0.1,EOD,17350,CE,,,,17450,17250,100,-1,37.850002
2023-03-02,NIFTY,2023-03-02,Thursday,10:00,17348.0,36.9,15:19,17320.85,26.95,EOD,17350,PE,,,,17450,17250,100,-1,9.950001
2023-03-03,NIFTY,2023-03-09,Friday,09:20,17456.1,91.2,10:47,17551.55,154.8,UPPER_BREACH,17450,CE,,,,17550,17350,100,-1,-63.600006
2023-03-03,NIFTY,2023-03-09,Friday,09:20,17456.1,81.6,15:19,17592.75,32.15,EOD,17450,PE,,,,17550,17350,100,-1,49.449997
2023-03-03,NIFTY,2023-03-09,Friday,10:48,17551.55,91.85,15:19,17592.75,109.15,EOD,17550,CE,,,,17650,17450,100,-1,-17.300003
2023-03-03,NIFTY,2023-03-09,Friday,10:48,17551.55,83.65,15:19,17592.75,58.55,EOD,17550,PE,,,,17650,17450,100,-1,25.100002
2023-03-06,NIFTY,2023-03-09,Monday,09:20,17728.0,60.9,15:19,17713.95,44.15,EOD,17750,CE,,,,17850,17650,100,-1,16.75
2023-03-06,NIFTY,2023-03-09,Monday,09:20,17728.0,80.6,15:19,17713.95,77.6,EOD,17750,PE,,,,17850,17650,100,-1,3.0
2023-03-08,NIFTY,2023-03-09,Wednesday,09:20,17624.0,68.0,10:07,17700.05,124.95,UPPER_BREACH,17600,CE,,,,17700,17500,100,-1,-56.949997
