Date,Strategy,LegID,OptionType,Strike,Expiry,DTE,SpotPrice,IntendedEntryTime,EntryTime,EntryPrice,EntryDelayed,EntryDelayMinutes,ExitTime,ExitPrice,ExitReason,SLPrice,Qty,PnL
2024-12-20,ITMStraddle,PE,PE,79200,2024-12-20,0,79107.28,09:20,2024-12-20 09:20:00+05:30,411.04998779296875,False,0,2024-12-20 09:47:00+05:30,590.0,SL_HIT,575.469970703125,-1,-178.95001220703125
2024-12-23,ITMStraddle,CE,CE,78600,2024-12-27,4,78662.74,09:20,2024-12-23 09:20:00+05:30,697.5999755859375,False,0,2024-12-23 15:15:00+05:30,483.5,TIME_EXIT,976.6399536132812,-1,214.0999755859375
2024-12-23,ITMStraddle,PE,PE,78800,2024-12-27,4,78662.74,09:20,2024-12-23 09:20:00+05:30,661.5999755859375,False,0,2024-12-23 15:15:00+05:30,527.25,TIME_EXIT,926.2399291992188,-1,134.3499755859375
2024-12-24,ITMStraddle,CE,CE,78500,2024-12-27,3,78571.87,09:20,2024-12-24 09:20:00+05:30,489.1499938964844,False,0,2024-12-24 10:17:00+05:30,712.7999877929688,SL_HIT,684.8099975585938,-1,-223.64999389648438
2024-12-24,ITMStraddle,PE,PE,78700,2024-12-27,3,78571.87,09:20,2024-12-24 09:20:00+05:30,425.29998779296875,False,0,2024-12-24 15:15:00+05:30,373.5,TIME_EXIT,595.4199829101562,-1,51.79998779296875
2024-12-26,ITMStraddle,CE,CE,78800,2024-12-27,1,78867.35,09:20,2024-12-26 09:20:00+05:30,443.8999938964844,False,0,2024-12-26 15:15:00+05:30,217.10000610351562,TIME_EXIT,621.4599609375,-1,226.79998779296875
2024-12-26,ITMStraddle,PE,PE,79000,2024-12-27,1,78867.35,09:20,2024-12-26 09:20:00+05:30,398.29998779296875,False,0,2024-12-26 10:06:00+05:30,570.0,SL_HIT,557.6199951171875,-1,-171.70001220703125
2024-12-27,ITMStraddle,CE,CE,78700,2024-12-27,0,78753.8,09:20,2024-12-27 09:20:00+05:30,290.45001220703125,False,0,2024-12-27 09:21:00+05:30,411.20001220703125,SL_HIT,406.6300048828125,-1,-120.75
2024-12-27,ITMStraddle,PE,PE,78900,2024-12-27,0,78753.8,09:20,2024-12-27 09:20:00+05:30,392.1499938964844,False,0,2024-12-27 15:15:00+05:30,199.3000030517578,TIME_EXIT,549.010009765625,-1,192.84999084472656
2024-12-30,ITMStraddle,CE,CE,78600,2025-01-03,4,78655.39,09:20,2024-12-30 09:20:00+05:30,615.6500244140625,False,0,2024-12-30 11:50:00+05:30,925.0,SL_HIT,861.9100341796875,-1,-309.3499755859375
2024-12-30,ITMStraddle,PE,PE,78800,2025-01-03,4,78655.39,09:20,2024-12-30 09:20:00+05:30,523.9000244140625,False,0,2024-12-30 13:31:00+05:30,750.4000244140625,SL_HIT,733.4600219726562,-1,-226.5
2024-12-31,ITMStraddle,CE,CE,77800,2025-01-03,3,77896.39,09:20,2024-12-31 09:20:00+05:30,608.0,False,0,2024-12-31 13:39:00+05:30,896.5,SL_HIT,851.2000122070312,-1,-288.5
2024-12-31,ITMStraddle,PE,PE,78000,2025-01-03,3,77896.39,09:20,2024-12-31 09:20:00+05:30,536.3499755859375,False,0,2024-12-31 15:15:00+05:30,388.3999938964844,TIME_EXIT,750.8899536132812,-1,147.94998168945312
2025-01-01,ITMStraddle,CE,CE,78100,2025-01-03,2,78226.84,09:20,2025-01-01 09:20:00+05:30,617.4500122070312,False,0,2025-01-01 10:50:00+05:30,899.2000122070312,SL_HIT,864.4299926757812,-1,-281.75
2025-01-01,ITMStraddle,PE,PE,78300,2025-01-03,2,78226.84,09:20,2025-01-01 09:20:00+05:30,528.0,False,0,2025-01-01 15:15:00+05:30,374.1499938964844,TIME_EXIT,739.2000122070312,-1,153.85000610351562
2025-01-02,ITMStraddle,CE,CE,78500,2025-01-03,1,78575.45,09:20,2025-01-02 09:20:00+05:30,606.9500122070312,False,0,2025-01-02 10:49:00+05:30,894.8499755859375,SL_HIT,849.72998046875,-1,-287.89996337890625
2025-01-02,ITMStraddle,PE,PE,78700,2025-01-03,1,78575.45,09:20,2025-01-02 09:20:00+05:30,519.3499755859375,False,0,2025-01-02 15:15:00+05:30,47.70000076293945,TIME_EXIT,727.0899658203125,-1,471.64996337890625
2025-01-03,ITMStraddle,CE,CE,79700,2025-01-03,0,79840.7,09:20,2025-01-03 09:20:00+05:30,338.6000061035156,False,0,2025-01-03 15:15:00+05:30,0.30000001192092896,TIME_EXIT,474.0400085449219,-1,338.3000183105469
2025-01-03,ITMStraddle,PE,PE,79900,2025-01-03,0,79840.7,09:20,2025-01-03 09:20:00+05:30,274.3999938964844,False,0,2025-01-03 09:25:00+05:30,500.0,SL_HIT,384.15997314453125,-1,-225.60000610351562
2025-01-06,ITMStraddle,CE,CE,79200,2025-01-07,1,79290.43,09:20,2025-01-06 09:20:00+05:30,373.25,False,0,2025-01-06 15:15:00+05:30,64.55000305175781,TIME_EXIT,522.5499877929688,-1,308.70001220703125
2025-01-06,ITMStraddle,PE,PE,79400,2025-01-07,1,79290.43,09:20,2025-01-06 09:20:00+05:30,382.5,False,0,2025-01-06 09:29:00+05:30,843.5,SL_HIT,535.5,-1,-461.0
2025-01-07,ITMStraddle,CE,CE,78200,2025-01-07,0,78316.94,09:20,2025-01-07 09:20:00+05:30,404.3500061035156,False,0,2025-01-07 15:15:00+05:30,2.5999999046325684,TIME_EXIT,566.0900268554688,-1,401.75
2025-01-07,ITMStraddle,PE,PE,78400,2025-01-07,0,78316.94,09:20,2025-01-07 09:20:00+05:30,308.3999938964844,False,0,2025-01-07 09:49:00+05:30,485.1000061035156,SL_HIT,431.7599792480469,-1,-176.70001220703125
2025-01-08,ITMStraddle,CE,CE,78000,2025-01-14,6,78065.86,09:20,2025-01-08 09:20:00+05:30,686.5999755859375,False,0,2025-01-08 15:15:00+05:30,658.4500122070312,TIME_EXIT,961.2399291992188,-1,28.14996337890625
2025-01-08,ITMStraddle,PE,PE,78200,2025-01-14,6,78065.86,09:20,2025-01-08 09:20:00+05:30,648.0499877929688,False,0,2025-01-08 15:15:00+05:30,485.8500061035156,TIME_EXIT,907.2699584960938,-1,162.19998168945312
2025-01-09,ITMStraddle,CE,CE,77800,2025-01-14,5,77895.33,09:20,2025-01-09 09:20:00+05:30,571.7000122070312,False,0,2025-01-09 15:15:00+05:30,462.8999938964844,TIME_EXIT,800.3800048828125,-1,108.80001831054688
2025-01-09,ITMStraddle,PE,PE,78000,2025-01-14,5,77895.33,09:20,2025-01-09 09:20:00+05:30,522.7000122070312,False,0,2025-01-09 15:15:00+05:30,554.8499755859375,TIME_EXIT,731.780029296875,-1,-32.14996337890625
2025-01-10,ITMStraddle,CE,CE,77800,2025-01-14,4,77865.65,09:20,2025-01-10 09:20:00+05:30,434.6499938964844,False,0,2025-01-10 15:15:00+05:30,191.9499969482422,TIME_EXIT,608.510009765625,-1,242.6999969482422
2025-01-10,ITMStraddle,PE,PE,78000,2025-01-14,4,77865.65,09:20,2025-01-10 09:20:00+05:30,590.0,False,0,2025-01-10 09:38:00+05:30,839.1500244140625,SL_HIT,826.0,-1,-249.1500244140625
2025-01-13,ITMStraddle,CE,CE,76600,2025-01-14,1,76726.52,09:20,2025-01-13 09:20:00+05:30,467.54998779296875,False,0,2025-01-13 10:02:00+05:30,743.4500122070312,SL_HIT,654.5699462890625,-1,-275.9000244140625
2025-01-13,ITMStraddle,PE,PE,76800,2025-01-14,1,76726.52,09:20,2025-01-13 09:20:00+05:30,400.54998779296875,False,0,2025-01-13 14:38:00+05:30,579.9500122070312,SL_HIT,560.7699584960938,-1,-179.4000244140625
2025-01-14,ITMStraddle,CE,CE,76600,2025-01-14,0,76719.83,09:20,2025-01-14 09:20:00+05:30,262.54998779296875,False,0,2025-01-14 15:15:00+05:30,0.20000000298023224,TIME_EXIT,367.5699768066406,-1,262.3499755859375
2025-01-14,ITMStraddle,PE,PE,76800,2025-01-14,0,76719.83,09:20,2025-01-14 09:20:00+05:30,257.3500061035156,False,0,2025-01-14 15:15:00+05:30,296.8999938964844,TIME_EXIT,360.2900085449219,-1,-39.54998779296875
2025-01-15,ITMStraddle,CE,CE,76600,2025-01-21,6,76748.96,09:20,2025-01-15 09:20:00+05:30,659.3499755859375,False,0,2025-01-15 15:15:00+05:30,545.8499755859375,TIME_EXIT,923.0899658203125,-1,113.5
2025-01-15,ITMStraddle,PE,PE,76800,2025-01-21,6,76748.96,09:20,2025-01-15 09:20:00+05:30,540.2999877929688,False,0,2025-01-15 15:15:00+05:30,509.29998779296875,TIME_EXIT,756.4199829101562,-1,31.0
2025-01-16,ITMStraddle,CE,CE,77000,2025-01-21,5,77117.83,09:20,2025-01-16 09:20:00+05:30,538.4000244140625,False,0,2025-01-16 15:15:00+05:30,511.95001220703125,TIME_EXIT,753.760009765625,-1,26.45001220703125
2025-01-16,ITMStraddle,PE,PE,77200,2025-01-21,5,77117.83,09:20,2025-01-16 09:20:00+05:30,451.5,False,0,2025-01-16 15:15:00+05:30,545.25,TIME_EXIT,632.0999755859375,-1,-93.75
2025-01-17,ITMStraddle,CE,CE,76500,2025-01-21,4,76638.45,09:20,2025-01-17 09:20:00+05:30,562.25,False,0,2025-01-17 15:15:00+05:30,487.75,TIME_EXIT,787.1499633789062,-1,74.5
2025-01-17,ITMStraddle,PE,PE,76700,2025-01-21,4,76638.45,09:20,2025-01-17 09:20:00+05:30,433.04998779296875,False,0,2025-01-17 10:56:00+05:30,642.0999755859375,SL_HIT,606.2699584960938,-1,-209.04998779296875
2025-01-20,ITMStraddle,CE,CE,76600,2025-01-21,1,76687.37,09:20,2025-01-20 09:20:00+05:30,466.6499938964844,False,0,2025-01-20 11:18:00+05:30,654.0,SL_HIT,653.3099975585938,-1,-187.35000610351562
2025-01-20,ITMStraddle,PE,PE,76800,2025-01-21,1,76687.37,09:20,2025-01-20 09:20:00+05:30,397.3999938964844,False,0,2025-01-20 15:15:00+05:30,134.35000610351562,TIME_EXIT,556.3599853515625,-1,263.04998779296875
2025-01-21,ITMStraddle,CE,CE,77000,2025-01-21,0,77132.27,09:20,2025-01-21 09:20:00+05:30,287.95001220703125,False,0,2025-01-21 11:45:00+05:30,499.0,SL_HIT,403.1300048828125,-1,-211.04998779296875
2025-01-21,ITMStraddle,PE,PE,77200,2025-01-21,0,77132.27,09:20,2025-01-21 09:20:00+05:30,266.0,False,0,2025-01-21 09:26:00+05:30,400.0,SL_HIT,372.3999938964844,-1,-134.0
2025-01-22,ITMStraddle,CE,CE,76100,2025-01-28,6,76182.9,09:20,2025-01-22 09:20:00+05:30,730.5,False,0,2025-01-22 15:15:00+05:30,744.9500122070312,TIME_EXIT,1022.7000122070312,-1,-14.45001220703125
2025-01-22,ITMStraddle,PE,PE,76300,2025-01-28,6,76182.9,09:20,2025-01-22 09:20:00+05:30,700.0,False,0,2025-01-22 15:15:00+05:30,467.04998779296875,TIME_EXIT,980.0,-1,232.95001220703125
2025-01-23,ITMStraddle,CE,CE,76200,2025-01-28,5,76284.58,09:20,2025-01-23 09:20:00+05:30,592.5,False,0,2025-01-23 10:11:00+05:30,850.0,SL_HIT,829.5,-1,-257.5
2025-01-23,ITMStraddle,PE,PE,76400,2025-01-28,5,76284.58,09:20,2025-01-23 09:20:00+05:30,563.5499877929688,False,0,2025-01-23 15:15:00+05:30,415.0,TIME_EXIT,788.969970703125,-1,148.54998779296875
2025-01-24,ITMStraddle,CE,CE,76600,2025-01-28,4,76742.39,09:20,2025-01-24 09:20:00+05:30,569.5499877929688,False,0,2025-01-24 15:15:00+05:30,247.64999389648438,TIME_EXIT,797.3699951171875,-1,321.8999938964844
2025-01-24,ITMStraddle,PE,PE,76800,2025-01-28,4,76742.39,09:20,2025-01-24 09:20:00+05:30,533.5999755859375,False,0,2025-01-24 09:51:00+05:30,755.2999877929688,SL_HIT,747.0399780273438,-1,-221.70001220703125
2025-01-27,ITMStraddle,CE,CE,75500,2025-01-28,1,75603.55,09:20,2025-01-27 09:20:00+05:30,472.95001220703125,False,0,2025-01-27 09:35:00+05:30,681.7000122070312,SL_HIT,662.1300048828125,-1,-208.75
2025-01-27,ITMStraddle,PE,PE,75700,2025-01-28,1,75603.55,09:20,2025-01-27 09:20:00+05:30,393.25,False,0,2025-01-27 15:15:00+05:30,408.29998779296875,TIME_EXIT,550.5499877929688,-1,-15.04998779296875
2025-01-28,ITMStraddle,CE,CE,75600,2025-01-28,0,75697.77,09:20,2025-01-28 09:20:00+05:30,319.25,False,0,2025-01-28 10:02:00+05:30,461.0,SL_HIT,446.9499816894531,-1,-141.75
2025-01-28,ITMStraddle,PE,PE,75800,2025-01-28,0,75697.77,09:20,2025-01-28 09:20:00+05:30,315.70001220703125,False,0,2025-01-28 09:25:00+05:30,448.0,SL_HIT,441.9800109863281,-1,-132.29998779296875
2025-01-29,ITMStraddle,CE,CE,76000,2025-02-04,6,76120.44,09:20,2025-01-29 09:20:00+05:30,1092.699951171875,False,0,2025-01-29 15:15:00+05:30,1357.9000244140625,TIME_EXIT,1529.7799072265625,-1,-265.2000732421875
2025-01-29,ITMStraddle,PE,PE,76200,2025-02-04,6,76120.44,09:20,2025-01-29 09:20:00+05:30,906.7999877929688,False,0,2025-01-29 15:15:00+05:30,847.7000122070312,TIME_EXIT,1269.52001953125,-1,59.0999755859375
2025-01-30,ITMStraddle,CE,CE,76400,2025-02-04,5,76463.14,09:20,2025-01-30 09:20:00+05:30,1131.550048828125,False,0,2025-01-30 15:15:00+05:30,1197.0999755859375,TIME_EXIT,1584.1700439453125,-1,-65.5499267578125
2025-01-30,ITMStraddle,PE,PE,76600,2025-02-04,5,76463.14,09:20,2025-01-30 09:20:00+05:30,1037.800048828125,False,0,2025-01-30 15:15:00+05:30,797.8499755859375,TIME_EXIT,1452.9200439453125,-1,239.9500732421875
2025-01-31,ITMStraddle,CE,CE,76800,2025-02-04,4,76882.24,09:20,2025-01-31 09:20:00+05:30,1051.949951171875,False,0,2025-01-31 15:15:00+05:30,1195.0,TIME_EXIT,1472.7298583984375,-1,-143.050048828125
2025-01-31,ITMStraddle,PE,PE,77000,2025-02-04,4,76882.24,09:20,2025-01-31 09:20:00+05:30,950.0499877929688,False,0,2025-01-31 15:15:00+05:30,483.20001220703125,TIME_EXIT,1330.0699462890625,-1,466.8499755859375
